person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file,person_home_ownership,loan_intent,loan_grade,default_probability,default_flag,loan_id,risk_tier
26,69000,10.0,6000,7.14,0.09,3,0,0,3,0,0.023338142329372733,0,LN10593,Low
22,33000,1.0,5000,10.25,0.15,4,0,3,0,1,0.1088021544590571,0,LN04793,Low
26,53000,2.0,4800,15.62,0.09,3,1,3,4,3,0.9160947655294729,1,LN04503,High
22,33000,6.0,8875,10.65,0.27,4,0,0,5,1,0.026442343023067638,0,LN02542,Low
25,69900,9.0,5050,5.42,0.07,3,0,0,0,0,0.03621843826671508,0,LN16355,Low
40,130000,0.0,24250,6.17,0.19,16,0,0,0,0,0.02233413573689295,0,LN31739,Low
23,50000,2.0,9600,14.26,0.19,3,0,3,1,2,0.3130773676071687,0,LN10205,Medium
47,52000,2.0,5000,10.08,0.1,12,0,2,5,1,0.019872142969423884,0,LN30364,Low
30,50000,3.0,6000,13.48,0.12,7,1,0,4,2,0.03898387402091256,0,LN21666,Low
21,50000,5.0,9000,13.49,0.18,4,0,0,1,2,0.05194572422464328,0,LN06447,Low
23,73185,7.0,7000,9.63,0.08,2,0,0,3,1,0.04021556982130548,1,LN13935,Low
26,51400,4.0,9000,13.61,0.18,2,0,3,0,2,0.2091007927243976,0,LN09940,Low
23,61360,3.0,6125,8.59,0.1,4,0,2,3,0,0.06620223860555345,0,LN09364,Low
24,36000,0.0,4000,13.06,0.11,3,1,2,5,2,0.03396397110975352,0,LN13048,Low
25,126000,4.0,6000,6.92,0.05,3,0,0,0,0,0.01900035807356115,0,LN15247,Low
28,29120,0.0,1500,15.7,0.05,6,1,3,5,3,0.8889558573839699,1,LN18849,High
27,104000,11.0,10000,10.65,0.1,9,0,0,4,1,0.028503724808157747,0,LN26491,Low
29,75000,11.0,4200,10.99,0.06,6,0,0,2,1,0.06460322455331215,0,LN24707,Low
23,28000,1.0,7500,13.48,0.27,4,0,2,1,2,0.09600470579654756,0,LN16598,Low
22,48000,7.0,10000,17.99,0.21,4,1,3,0,4,0.8192681499521367,1,LN11263,High
28,51000,5.0,8000,9.63,0.16,9,0,3,2,0,0.11951807614957928,0,LN23093,Low
34,15523,1.0,3800,7.49,0.24,9,0,2,5,0,0.8981896970592796,1,LN18153,High
23,25200,1.0,8000,12.73,0.32,4,0,3,0,2,0.930844594907418,1,LN08611,High
22,55555,7.0,12000,16.82,0.22,4,0,3,1,4,0.41938442462465625,0,LN02772,Medium
32,50000,16.0,8000,7.49,0.16,10,0,2,3,0,0.026421596298518313,0,LN28630,Low
35,59196,0.0,5000,8.0,0.08,5,0,0,1,0,0.12690835506585416,0,LN22890,Low
27,65000,5.0,10000,12.42,0.15,6,0,0,5,1,0.021819508995281057,0,LN23616,Low
23,90000,1.0,13675,7.49,0.15,4,0,0,1,0,0.018166251927242385,0,LN13253,Low
35,48000,7.0,17000,6.03,0.35,8,0,0,1,0,0.03772946507631701,0,LN21396,Low
23,97781,7.0,5575,6.54,0.06,3,0,0,3,0,0.018166251927242385,0,LN13891,Low
41,61000,16.0,8500,10.99,0.14,14,0,0,4,1,0.03685094807102291,0,LN30679,Low
26,300000,10.0,20000,7.88,0.07,4,0,0,5,0,0.020152879394128905,0,LN00043,Low
39,69000,0.0,15000,14.42,0.22,12,0,3,4,3,0.8480710736397418,1,LN31791,High
24,30000,0.0,5000,11.14,0.17,2,0,3,1,1,0.041701614316265845,0,LN04752,Low
24,72444,7.0,25000,10.74,0.35,3,0,0,1,1,0.02822320826798733,0,LN16986,Low
25,42900,9.0,9000,6.76,0.21,4,0,3,3,0,0.029077718429235736,0,LN09876,Low
23,33004,5.0,5000,8.59,0.15,4,0,2,1,0,0.26211260088471766,0,LN13713,Low
23,58000,0.0,16000,12.21,0.28,4,0,1,5,1,0.02939251653189753,0,LN16130,Low
28,60000,4.0,3500,10.25,0.06,10,0,0,4,1,0.02376886631221976,0,LN23144,Low
24,96000,6.0,7000,9.91,0.07,3,0,3,5,1,0.018717816626175582,0,LN16655,Low
22,34900,6.0,4000,9.99,0.11,2,0,0,0,1,0.09935686681349688,0,LN02824,Low
25,25200,4.0,4000,10.25,0.16,2,0,3,1,1,0.11443878434102801,0,LN03745,Low
22,70000,6.0,12000,12.53,0.17,2,0,2,3,1,0.13414512639853013,0,LN10926,Low
23,62500,1.0,9600,13.22,0.15,3,1,0,3,2,0.054553763140614685,0,LN09580,Low
22,28000,5.0,6900,9.99,0.25,3,0,3,4,1,0.05405297547043334,0,LN17359,Low
40,54000,4.0,15000,14.26,0.28,12,0,3,4,2,0.346479606251856,0,LN31712,Medium
30,225000,2.0,25000,12.42,0.11,10,0,3,3,1,0.08809658821682427,0,LN17960,Low
26,38000,4.0,8000,12.69,0.21,4,0,3,3,1,0.31645873946997455,0,LN08771,Medium
28,71652,11.0,25000,20.03,0.35,9,0,0,4,6,0.3478558541221017,1,LN24874,Medium
24,32000,6.0,12250,8.94,0.38,4,0,0,1,0,0.06423802792760257,0,LN02420,Low
25,92000,6.0,25000,12.69,0.27,3,0,3,2,1,0.10800310809905415,0,LN00275,Low
30,50000,0.0,10000,13.48,0.2,5,0,0,1,2,0.061620055637320925,0,LN28190,Low
22,78792,4.0,5500,14.61,0.07,4,0,0,1,3,0.27305625346778634,0,LN12042,Low
25,31200,4.0,4200,8.9,0.13,3,0,3,3,0,0.14347492419497007,0,LN10964,Low
23,62400,0.0,10000,12.87,0.16,4,1,3,0,2,0.029246893072246927,0,LN11498,Low
31,125000,2.0,25000,10.75,0.2,7,0,0,4,1,0.020165487934732648,0,LN27163,Low
23,23000,2.0,8875,8.9,0.39,2,0,3,1,0,0.9394715300104077,1,LN05239,High
32,86000,4.0,1600,13.23,0.02,9,1,3,1,2,0.02991776124733213,0,LN27082,Low
70,39996,4.0,3600,15.23,0.09,19,1,3,3,2,0.20488714113310824,0,LN32361,Low
30,70000,0.0,3000,13.98,0.04,9,0,3,3,2,0.12019416411747308,0,LN19594,Low
47,30000,6.0,3000,12.23,0.1,16,1,3,4,2,0.05518963882051539,0,LN29599,Low
27,86095,5.0,4000,13.99,0.05,8,0,3,2,2,0.21118136243906008,0,LN20302,Low
44,48000,9.0,5000,9.99,0.1,15,0,0,0,1,0.04218031076450512,0,LN30161,Low
30,90000,5.0,7500,10.71,0.08,5,0,0,4,1,0.03179062225391636,0,LN25832,Low
24,108000,4.0,10000,5.99,0.09,2,0,0,4,0,0.020166953985764086,0,LN14478,Low
29,95000,1.0,10000,10.38,0.11,5,0,3,4,1,0.02293257934291895,0,LN24849,Low
25,40000,0.0,6000,7.66,0.15,3,0,3,1,0,0.021525419585858897,0,LN06432,Low
24,24000,3.0,8000,11.34,0.33,4,1,0,1,2,0.39391655211888454,0,LN01079,Medium
21,40000,5.0,9000,7.51,0.23,4,0,0,3,0,0.038873753979437514,0,LN04301,Low
23,60000,2.0,9000,6.17,0.15,2,0,3,3,0,0.019846077494392197,0,LN05130,Low
23,42000,3.0,9000,7.51,0.21,4,0,3,0,0,0.024421841520133925,0,LN09872,Low
25,80000,5.0,14625,12.68,0.18,4,1,0,2,2,0.060245804302045076,0,LN12238,Low
50,60000,8.0,2000,7.49,0.03,15,0,0,0,0,0.022791043907888428,0,LN30593,Low
27,39000,4.0,7200,10.65,0.18,5,0,3,0,1,0.12625376066976154,1,LN22514,Low
25,55000,2.0,14000,15.68,0.25,4,1,0,1,4,0.6287318570096333,0,LN08055,High
32,37000,4.0,6000,10.36,0.16,8,0,3,3,1,0.050261541040504266,0,LN28916,Low
26,53000,1.0,8000,7.49,0.15,2,0,0,0,0,0.026657012922463256,0,LN07446,Low
24,90000,7.0,15000,8.49,0.17,3,0,0,3,0,0.027435825303010055,0,LN13251,Low
27,26237,0.0,12000,13.22,0.46,7,0,3,3,2,0.9376741850273879,1,LN28315,High
26,65000,0.0,4800,13.72,0.07,2,0,3,2,2,0.17980596316822717,0,LN04510,Low
25,50000,0.0,11000,12.53,0.22,2,0,3,1,1,0.026663671968239284,0,LN03390,Low
30,64000,8.0,16000,15.7,0.25,5,1,3,0,3,0.8670158312377091,1,LN18747,High
48,72000,5.0,7000,14.96,0.1,17,1,0,2,3,0.16247104073609894,0,LN30995,Low
33,43000,2.0,7000,7.88,0.16,6,0,3,1,0,0.022763142990557136,0,LN22403,Low
22,60200,2.0,6325,7.51,0.11,3,0,3,0,0,0.021708877616849986,0,LN07267,Low
23,104736,3.0,25000,14.11,0.24,2,1,0,0,3,0.7998280471572926,1,LN14847,High
22,21600,6.0,1400,13.48,0.06,2,0,0,5,2,0.0916805968627038,0,LN00747,Low
27,67000,11.0,24250,14.96,0.36,8,0,0,1,3,0.37154331738520824,0,LN23907,Medium
40,45996,4.0,20000,14.61,0.43,11,0,3,0,3,0.9375553449505972,1,LN29311,High
46,27600,1.0,5050,10.99,0.18,11,0,3,3,1,0.035900347503658454,0,LN30652,Low
25,55000,9.0,17000,6.91,0.31,4,0,0,0,0,0.04132519238733712,0,LN07956,Low
21,38400,5.0,1000,14.22,0.03,3,1,3,4,2,0.08330877941270111,0,LN01390,Low
21,54000,5.0,20000,10.74,0.37,2,0,2,5,1,0.05039484117214179,0,LN07625,Low
22,42000,6.0,14750,12.99,0.35,3,1,0,5,2,0.093299109800894,0,LN17235,Low
31,30000,2.0,10000,7.88,0.33,5,0,2,5,0,0.08642755327928005,0,LN26554,Low
22,36000,3.0,9600,17.27,0.27,4,1,3,1,3,0.35019862242518546,1,LN10181,Medium
25,90000,7.0,11000,9.32,0.12,3,0,0,5,0,0.02044892342261718,0,LN13370,Low
27,33000,2.0,7600,8.0,0.23,10,0,3,3,0,0.0920290658242137,0,LN22781,Low
22,38400,5.0,4000,10.59,0.1,3,0,3,1,1,0.042875259749566595,0,LN03880,Low
24,49500,9.0,6000,16.07,0.12,4,1,3,1,3,0.3889974647708181,0,LN06589,Medium
22,108600,6.0,14400,13.48,0.13,3,0,0,1,2,0.0495007441206927,0,LN14513,Low
32,50000,16.0,8000,7.49,0.16,9,0,2,2,0,0.025258119871127468,0,LN21698,Low
25,76800,8.0,6500,5.79,0.08,4,0,0,1,0,0.02033104408945156,0,LN11856,Low
29,89849,13.0,6000,13.98,0.07,10,1,0,4,2,0.028269848275124642,0,LN28785,Low
29,59000,6.0,13000,11.49,0.22,10,0,3,1,1,0.08830980476240567,0,LN26028,Low
27,75000,2.0,8000,13.49,0.11,5,1,3,1,2,0.052422558608480975,0,LN23358,Low
41,24000,24.0,2000,7.75,0.08,17,0,3,4,0,0.06884941560932072,1,LN29500,Low
21,104000,5.0,15000,9.63,0.14,4,0,0,4,0,0.02517910273126602,0,LN17105,Low
27,145000,11.0,5000,12.69,0.03,7,0,3,3,1,0.06633680363068108,0,LN21234,Low
24,98400,0.0,8000,12.68,0.08,2,0,0,1,2,0.04887032972323882,0,LN13942,Low
37,79992,2.0,9000,13.48,0.11,14,1,0,4,2,0.06188407220482573,1,LN31401,Low
24,41280,3.0,11000,15.28,0.27,3,0,3,5,3,0.15697995157713415,0,LN03357,Low
26,76668,10.0,7200,9.63,0.09,3,0,3,1,0,0.15196183750603318,0,LN08115,Low
23,86670,4.0,20000,12.53,0.23,2,0,0,4,1,0.11344988399713063,0,LN13000,Low
23,62000,5.0,7000,9.91,0.11,4,0,3,4,1,0.03480378560965413,0,LN07103,Low
26,65000,0.0,5000,5.99,0.08,3,0,3,4,0,0.020756935905974747,0,LN05519,Low
23,82000,2.0,20900,12.69,0.25,2,0,3,0,1,0.09993656020413895,0,LN17738,Low
32,67150,4.0,13000,16.0,0.16,6,1,0,3,3,0.8810336617341554,1,LN25868,High
24,41000,2.0,25000,15.31,0.61,3,0,3,2,3,0.9351107470550164,1,LN00109,High
29,55400,2.0,7000,10.28,0.13,6,1,3,2,2,0.07647796570167874,0,LN21995,Low
24,35200,1.0,4000,16.0,0.11,3,1,3,3,3,0.9070883289577809,1,LN03912,High
22,24996,2.0,13000,8.88,0.52,4,0,2,4,1,0.3890710690791562,0,LN15086,Medium
23,110000,0.0,7000,10.59,0.06,2,0,0,5,1,0.018435934930325398,0,LN14567,Low
28,60000,1.0,3600,12.21,0.06,10,0,3,0,1,0.09122847661724043,0,LN20009,Low
30,52800,14.0,15000,5.99,0.28,5,0,0,5,0,0.021479183837762778,0,LN22157,Low
21,17000,3.0,5750,8.9,0.34,2,0,3,3,0,0.9411497904961769,1,LN06040,High
22,45000,6.0,5000,6.99,0.11,3,0,0,4,0,0.021101289403467,0,LN05317,Low
35,75000,13.0,15175,21.74,0.2,8,1,3,5,5,0.4429478028051328,0,LN27634,Medium
26,100840,10.0,7000,9.99,0.07,3,0,3,0,1,0.030383342592134228,0,LN07230,Low
23,105000,3.0,20000,11.48,0.19,2,0,0,3,1,0.045614052445151376,0,LN14378,Low
31,70000,5.0,4000,6.54,0.06,7,0,0,1,0,0.024229878282211095,0,LN24170,Low
25,130000,2.0,12000,7.51,0.09,2,0,0,5,0,0.0184363853343647,0,LN15332,Low
54,77000,24.0,24000,13.49,0.31,21,0,3,5,2,0.871054948325468,1,LN32317,High
23,77705,4.0,4000,16.77,0.05,4,1,0,1,4,0.21539693885701858,0,LN11924,Low
31,34000,15.0,13000,10.99,0.38,8,0,0,4,1,0.07225240256072378,0,LN19502,Low
30,90000,1.0,7000,9.25,0.08,8,0,3,3,1,0.02663784257418052,0,LN22058,Low
22,30000,2.0,4200,15.31,0.14,2,1,3,5,3,0.9078945249293021,1,LN10962,High
26,32000,5.0,2000,11.49,0.06,3,0,3,0,1,0.44004182651364143,0,LN01902,Medium
34,38000,12.0,12775,9.91,0.34,5,0,0,0,1,0.09889907888643319,0,LN20040,Low
26,34000,3.0,4000,17.58,0.12,3,0,0,3,3,0.8872770777075285,1,LN04094,High
40,66000,25.0,6125,14.65,0.09,13,0,2,4,2,0.3592143523017159,0,LN32207,Medium
35,48000,6.0,17000,7.88,0.35,8,0,3,1,0,0.9294175903057385,1,LN28873,High
30,65000,11.0,12800,15.2,0.2,6,0,3,4,3,0.08769481328715956,0,LN27922,Low
29,60000,13.0,13500,7.51,0.23,7,0,0,4,0,0.02519213844217753,0,LN23120,Low
27,55000,11.0,10000,14.27,0.18,7,0,3,1,2,0.12179503015426203,0,LN24471,Low
22,70000,2.0,3000,7.29,0.04,4,0,3,4,0,0.02047291727801508,0,LN02886,Low
34,110000,15.0,6000,9.45,0.05,6,0,0,1,1,0.025109006331751737,0,LN26740,Low
23,69996,7.0,5600,13.11,0.08,4,0,3,0,2,0.11168863142920486,0,LN17620,Low
23,50000,0.0,10200,9.63,0.2,4,0,2,3,0,0.037213446518077835,0,LN06856,Low
23,50000,5.0,4375,8.49,0.09,2,0,3,0,0,0.07943150306772041,0,LN04133,Low
27,42000,9.0,8000,7.29,0.19,6,0,3,4,0,0.02268092275958251,0,LN23015,Low
30,90000,7.0,10000,8.63,0.11,5,0,0,1,0,0.030844490890867635,0,LN25834,Low
28,38000,12.0,3200,9.63,0.08,6,0,3,4,0,0.04211874397699684,0,LN19660,Low
26,55900,5.0,18200,14.26,0.33,4,0,0,4,2,0.32055887216662365,0,LN08130,Medium
24,116000,5.0,21500,15.33,0.19,3,1,3,1,3,0.1843879567008803,0,LN00534,Low
26,48000,10.0,11000,13.49,0.23,3,0,0,0,2,0.13917691221999606,0,LN05964,Low
31,75000,2.0,12000,7.29,0.16,10,0,0,1,0,0.021734359951806535,0,LN24651,Low
27,25000,1.0,5600,7.9,0.22,8,0,3,1,0,0.04134124514658559,0,LN21364,Low
22,50000,4.0,5000,7.51,0.1,2,0,0,1,0,0.02044892342261718,0,LN06732,Low
25,26400,5.0,5975,12.99,0.23,4,1,0,3,2,0.12310604556527376,0,LN01397,Low
25,50000,9.0,6400,8.32,0.13,3,0,0,1,0,0.10243163712795451,0,LN06878,Low
26,120000,3.0,25000,10.99,0.21,3,0,0,0,1,0.047960293075461145,0,LN14993,Low
33,42000,3.0,13000,7.9,0.31,6,0,0,0,0,0.07800057969991507,0,LN20607,Low
23,92000,7.0,4800,7.49,0.05,2,0,0,1,0,0.018718267030214883,0,LN13452,Low
33,51000,17.0,5000,14.96,0.1,9,1,3,3,3,0.46564634309227343,1,LN21085,Medium
24,71040,1.0,13100,7.49,0.18,2,0,3,5,0,0.018448133623092573,0,LN02236,Low
36,17640,4.0,5875,7.9,0.33,12,0,2,2,0,0.924917014081348,1,LN29260,High
25,38000,9.0,20000,11.11,0.53,4,0,3,3,1,0.9366189103331944,1,LN00598,High
23,73000,0.0,6825,10.99,0.09,3,0,3,0,1,0.03329207700448152,0,LN07646,Low
25,61000,2.0,15000,14.65,0.25,2,0,2,4,2,0.7467060921288509,0,LN16559,High
30,54000,4.0,20000,14.84,0.37,9,1,3,0,3,0.9360112693666539,1,LN18357,High
23,54000,6.0,6000,16.45,0.11,2,0,3,2,4,0.9078837910285621,1,LN06730,High
28,60000,12.0,15000,15.96,0.25,9,1,2,5,2,0.09522678834525054,0,LN22911,Low
29,80000,5.0,12500,11.71,0.16,7,0,3,3,1,0.04070894002739912,0,LN25952,Low
32,227500,3.0,25000,12.53,0.11,5,0,3,3,2,0.08822518707601823,0,LN18197,Low
32,22704,4.0,6800,10.99,0.3,8,0,3,0,1,0.057525056744026026,0,LN22195,Low
31,152000,15.0,15000,8.49,0.1,7,0,0,4,0,0.026811439770001434,0,LN27622,Low
31,25000,3.0,3500,13.49,0.14,9,0,2,3,2,0.1559576386564142,0,LN18666,Low
24,10668,0.0,5000,7.88,0.47,3,0,3,2,0,0.9411497904961769,1,LN09145,High
25,36000,9.0,8400,18.64,0.23,4,1,3,4,4,0.2693129211171192,0,LN09620,Low
23,130000,3.0,8000,11.99,0.06,3,0,3,3,1,0.030777274676574467,0,LN09541,Low
22,48000,1.0,7200,9.62,0.15,4,0,3,3,1,0.026275274444912528,0,LN08057,Low
35,41000,2.0,7000,13.49,0.17,7,1,3,1,2,0.09080416634234934,0,LN22382,Low
22,33996,1.0,14900,15.37,0.44,2,1,3,1,3,0.9376653746756523,1,LN01884,High
24,42000,1.0,2000,15.62,0.05,2,1,3,2,3,0.9106859246272464,1,LN14621,High
24,45996,6.0,8500,13.48,0.18,3,0,0,1,2,0.07475551595351569,0,LN05682,Low
22,18000,1.0,3500,7.49,0.19,4,0,2,2,0,0.9155918288642092,1,LN00436,High
24,42000,0.0,3000,12.73,0.07,4,0,3,3,2,0.08947897408211346,0,LN12851,Low
24,115000,3.0,15000,6.03,0.13,2,0,0,5,0,0.0184363853343647,0,LN14777,Low
32,30000,6.0,10000,7.51,0.33,9,0,0,5,0,0.03444089578715074,0,LN19013,Low
26,129996,6.0,25000,10.75,0.19,3,0,3,4,1,0.022055876549953165,0,LN00328,Low
22,36996,0.0,5000,5.42,0.14,2,0,3,3,0,0.027084482031715085,0,LN04870,Low
33,34000,8.0,6000,14.11,0.18,9,0,0,2,3,0.6236789154080186,1,LN20459,High
28,92004,2.0,7000,9.63,0.08,8,0,0,5,0,0.02086209761745178,0,LN25924,Low
28,115000,3.0,18500,7.49,0.16,7,0,0,3,0,0.020813430758761492,0,LN26837,Low
44,150000,17.0,25000,13.43,0.17,17,0,0,4,2,0.04922252865624591,0,LN31811,Low
29,63000,5.0,10000,15.33,0.16,9,0,3,4,3,0.1320487742629092,0,LN24613,Low
23,28800,5.0,2800,10.38,0.1,2,0,3,4,1,0.02989279284638559,0,LN02448,Low
26,64000,3.0,2500,10.99,0.04,3,0,3,3,1,0.0888240339619597,0,LN02408,Low
24,64000,0.0,12000,8.59,0.19,3,0,0,1,0,0.028927839103287487,0,LN09767,Low
23,33000,0.0,3725,6.54,0.11,2,0,3,0,0,0.031900547991211885,0,LN03624,Low
26,60000,0.0,7200,11.14,0.12,2,0,3,5,1,0.019551988084970037,0,LN08089,Low
25,70000,3.0,8000,6.99,0.11,4,0,0,3,0,0.020449389562124647,0,LN10764,Low
30,26400,14.0,3250,14.35,0.12,9,0,3,0,2,0.45740679807467827,1,LN19697,Medium
28,78000,12.0,12000,10.99,0.15,10,0,0,3,1,0.043167647152034194,0,LN24886,Low
29,37500,7.0,3300,10.37,0.09,8,0,3,1,1,0.10514212875073176,0,LN19703,Low
23,50000,5.0,10000,9.63,0.2,3,0,3,1,1,0.03097577731210611,0,LN17680,Low
30,75480,1.0,25000,15.27,0.28,9,1,3,3,2,0.44112219044378786,1,LN18131,Medium
29,33000,2.0,1700,15.23,0.05,9,1,3,4,2,0.18547341646054907,0,LN18896,Low
26,54000,2.0,6600,11.97,0.12,3,0,3,4,2,0.0696649476356066,0,LN16913,Low
22,54000,0.0,14000,7.14,0.26,2,0,3,3,0,0.042812141515267806,0,LN13910,Low
25,49000,4.0,2500,6.76,0.05,3,0,2,5,0,0.019012627642515784,0,LN17075,Low
22,38000,5.0,10000,13.49,0.26,2,0,3,4,2,0.0982688041973125,0,LN10670,Low
22,29554,4.0,5775,5.42,0.2,3,0,0,0,0,0.02991776124733213,1,LN03128,Low
32,52800,3.0,15000,16.29,0.28,6,0,3,4,3,0.2754256059566373,0,LN27024,Low
26,155000,10.0,25000,10.75,0.16,3,0,0,1,1,0.04451766525878997,0,LN15694,Low
31,68000,0.0,12000,10.99,0.18,6,0,3,3,1,0.02350483276377607,0,LN25421,Low
46,60000,5.0,4800,12.12,0.08,16,0,3,3,1,0.10552298414520021,0,LN29901,Low
30,84000,13.0,12000,11.11,0.14,9,0,0,2,1,0.03506565534230543,0,LN25362,Low
25,95000,0.0,8000,10.36,0.08,3,0,3,0,1,0.021396035107331502,0,LN09497,Low
22,39396,1.0,5000,6.62,0.13,4,0,0,1,0,0.04976894550152402,0,LN03932,Low
35,87000,6.0,15000,10.99,0.17,7,0,3,5,1,0.019318707935334446,0,LN27572,Low
23,11820,4.0,1000,14.65,0.08,3,0,3,0,2,0.6820114323297316,0,LN00885,High
21,35000,5.0,11300,13.49,0.32,3,0,3,3,2,0.9228932826483485,1,LN12039,High
24,48000,0.0,6000,7.49,0.13,3,0,3,1,0,0.024289339546315736,0,LN06554,Low
30,138000,13.0,10000,10.99,0.07,10,0,0,2,1,0.02962800581565746,1,LN27557,Low
23,80000,4.0,25000,10.25,0.31,4,0,0,1,1,0.08525743565724757,0,LN12296,Low
30,90000,14.0,4500,5.99,0.05,6,0,0,0,0,0.01871847637771096,0,LN25734,Low
26,84000,7.0,15000,16.0,0.18,3,1,3,0,3,0.9169612401494786,1,LN01840,High
33,85000,11.0,5000,7.9,0.06,8,0,3,1,0,0.029490713082898478,0,LN21185,Low
30,54000,4.0,12000,15.58,0.22,5,0,0,0,3,0.9145063242175698,1,LN23112,High
25,75000,9.0,9600,5.42,0.13,4,0,0,0,0,0.019872952317344834,0,LN11607,Low
25,40000,1.0,6500,11.89,0.16,3,0,3,5,1,0.02137081039075356,0,LN16777,Low
34,43000,9.0,11000,7.88,0.26,10,0,0,0,0,0.0241007581201535,0,LN20807,Low
29,96000,1.0,11200,5.42,0.12,9,0,0,0,0,0.023270692688929877,0,LN26104,Low
41,38200,4.0,8875,19.03,0.23,11,0,3,3,4,0.6014479635218969,0,LN30029,High
31,66000,15.0,10000,7.49,0.15,5,0,0,4,0,0.019588598747788125,0,LN23850,Low
22,130000,3.0,24250,12.18,0.19,4,0,0,5,1,0.018718267030214883,0,LN15346,Low
24,110000,4.0,18000,12.18,0.16,4,0,3,0,1,0.044946052193439966,0,LN01062,Low
23,48000,2.0,15000,10.75,0.31,3,0,3,0,1,0.9369428376930363,1,LN14902,High
36,64000,20.0,6800,18.39,0.11,12,1,0,0,4,0.8460620444948851,1,LN30910,High
22,50000,6.0,6000,12.69,0.12,4,0,0,5,1,0.02287933109051089,0,LN06459,Low
27,70000,0.0,15000,12.84,0.21,10,0,2,4,2,0.04904354623174969,0,LN24240,Low
24,47000,0.0,12000,13.49,0.26,3,1,0,4,2,0.04862053911730948,0,LN05828,Low
32,99996,16.0,7000,7.14,0.07,10,0,0,0,0,0.0204888647111684,0,LN28921,Low
23,39000,0.0,8000,14.11,0.21,3,0,0,3,3,0.7573619039106815,1,LN05540,High
24,80000,3.0,20000,13.06,0.25,3,1,3,5,2,0.030763358328243746,0,LN16829,Low
25,90000,2.0,10000,15.28,0.11,2,1,0,5,3,0.04953394005120215,0,LN13271,Low
39,70000,11.0,19500,7.9,0.28,14,0,0,3,0,0.0251610351842359,0,LN30907,Low
35,50000,4.0,7000,11.49,0.14,9,0,3,4,1,0.034757571942801165,0,LN29018,Low
31,50000,0.0,4000,6.62,0.08,8,0,3,5,0,0.018717816626175582,0,LN20240,Low
24,42000,2.0,10000,7.88,0.24,3,0,3,1,0,0.020742925091036427,0,LN10823,Low
24,200000,8.0,10000,8.49,0.05,4,0,3,1,0,0.02970120722666389,0,LN00180,Low
22,75600,3.0,10000,7.49,0.13,4,0,0,1,0,0.020152879394128905,0,LN16553,Low
23,24000,4.0,1500,11.49,0.06,2,0,3,5,1,0.023787556609399445,0,LN15172,Low
23,60000,0.0,16800,13.85,0.28,2,1,3,3,2,0.10770785437515301,0,LN01171,Low
25,52000,1.0,10000,5.79,0.19,3,0,3,5,0,0.0184363853343647,0,LN11233,Low
24,55000,8.0,10000,5.79,0.18,2,0,0,2,0,0.03281997699931746,0,LN17580,Low
25,85000,1.0,5000,13.79,0.06,2,1,2,2,2,0.18394745877064503,0,LN12911,Low
25,80004,5.0,10000,9.62,0.12,4,0,3,1,1,0.023449699546333705,0,LN11757,Low
28,131004,5.0,25000,7.9,0.19,5,0,0,1,0,0.01926989704162377,0,LN27319,Low
22,65000,2.0,13000,14.35,0.2,4,1,0,4,2,0.0707501722881518,0,LN10032,Low
22,31000,0.0,12000,10.25,0.39,4,0,3,0,1,0.9402532122452545,1,LN12219,High
21,40116,2.0,6500,5.79,0.16,3,0,3,5,0,0.01956398645104593,0,LN07324,Low
29,28800,5.0,4500,7.88,0.16,5,0,3,4,0,0.047801333962923076,0,LN20364,Low
22,57996,4.0,21250,6.91,0.37,4,0,0,5,0,0.02350483276377607,0,LN08433,Low
23,55000,7.0,15000,7.49,0.27,4,0,0,1,0,0.023425690634838185,0,LN07896,Low
22,90000,6.0,6000,9.25,0.07,2,0,0,3,1,0.02557076356290655,0,LN13297,Low
52,83200,0.0,8000,15.96,0.1,30,1,3,0,2,0.3267044481162957,0,LN32449,Medium
31,30000,2.0,2000,7.9,0.07,10,0,0,4,0,0.05679546999783172,0,LN18988,Low
29,60000,13.0,2075,15.23,0.03,7,0,3,4,2,0.23762377007288116,0,LN19060,Low
26,64212,5.0,9600,14.27,0.15,2,1,0,4,2,0.09457961787732329,0,LN09788,Low
23,45000,7.0,14550,11.71,0.32,4,0,0,5,1,0.03635366419990458,0,LN05271,Low
22,30000,4.0,8000,16.82,0.27,3,0,3,5,4,0.4604797380652794,1,LN08655,Medium
28,84800,4.0,9000,10.99,0.11,7,0,3,0,1,0.037200029549298894,0,LN20908,Low
31,29736,4.0,7000,6.92,0.24,8,0,3,1,0,0.060704913091014966,0,LN22326,Low
34,91000,11.0,25000,11.36,0.27,5,0,3,3,1,0.049084640444022866,0,LN18114,Low
32,40100,3.0,7175,12.99,0.18,6,1,3,3,2,0.04740833999716557,0,LN29025,Low
25,100000,9.0,20000,13.06,0.2,3,1,3,4,2,0.033000585352338525,0,LN17369,Low
28,74000,0.0,5000,15.21,0.07,8,0,3,0,3,0.9270945094743409,1,LN21173,High
22,52000,3.0,12000,13.57,0.23,2,1,3,4,2,0.04155313691351129,0,LN02737,Low
22,30000,4.0,5125,10.0,0.17,3,0,2,1,1,0.42587836855043654,0,LN01961,Medium
26,39000,10.0,9500,6.91,0.24,3,0,0,5,0,0.018987950033297892,0,LN03892,Low
25,55016,0.0,10000,13.16,0.18,2,1,3,5,2,0.026743867257243675,0,LN11315,Low
