loan_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_flag
LN02964,22,96000,RENT,4.0,EDUCATION,B,3150,6.0,0,0.03,0,2,0
LN02965,21,28800,RENT,1.0,EDUCATION,A,3175,6.03,0,0.11,0,4,0
LN02966,24,12000,RENT,0.0,PERSONAL,A,3200,5.99,1,0.27,0,3,1
LN02967,24,35000,MORTGAGE,4.0,MEDICAL,B,7775,10.99,0,0.22,0,2,0
LN02968,21,12000,RENT,4.0,VENTURE,B,3200,11.49,1,0.27,0,2,1
LN02969,26,15000,RENT,8.0,MEDICAL,B,3200,12.21,1,0.21,0,2,1
LN02970,22,15600,RENT,5.0,VENTURE,E,3200,17.93,1,0.21,0,4,1
LN02971,25,16000,RENT,0.0,DEBTCONSOLIDATION,A,3200,9.32,1,0.2,0,2,1
LN02972,21,18000,RENT,1.0,PERSONAL,A,3200,8.49,1,0.18,0,3,1
LN02973,22,35000,MORTGAGE,3.0,MEDICAL,C,3500,13.48,0,0.1,1,3,0
LN02974,23,18000,RENT,0.0,HOMEIMPROVEMENT,A,3200,7.49,1,0.18,0,4,1
LN02975,23,29000,MORTGAGE,7.0,PERSONAL,A,6000,7.88,1,0.21,0,2,1
LN02976,21,35000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13650,7.51,0,0.39,0,4,0
LN02977,22,18996,RENT,3.0,EDUCATION,D,3200,15.28,1,0.17,1,3,1
LN02978,23,20000,RENT,1.0,PERSONAL,A,3200,7.14,0,0.16,0,4,0
LN02979,23,20000,RENT,0.0,VENTURE,E,3200,16.0,1,0.16,0,2,1
LN02980,23,20800,RENT,4.0,EDUCATION,D,3200,14.84,0,0.15,0,2,0
LN02981,23,22000,RENT,2.0,MEDICAL,B,3200,12.69,0,0.15,0,4,0
LN02982,25,23040,RENT,0.0,DEBTCONSOLIDATION,C,3200,14.79,0,0.14,0,2,0
LN02983,24,35000,MORTGAGE,2.0,EDUCATION,B,8000,11.86,0,0.23,0,3,0
LN02984,21,24000,RENT,3.0,DEBTCONSOLIDATION,C,3200,13.57,0,0.13,0,4,0
LN02985,26,35000,MORTGAGE,10.0,VENTURE,A,6000,7.51,0,0.17,0,4,0
LN02986,24,25000,RENT,6.0,DEBTCONSOLIDATION,C,3200,13.11,1,0.13,0,4,1
LN02987,25,27600,RENT,2.0,VENTURE,B,3200,12.21,0,0.12,0,2,0
LN02988,22,28000,RENT,3.0,EDUCATION,B,3200,10.59,0,0.11,0,2,0
LN02989,21,30000,RENT,6.0,PERSONAL,A,3200,7.49,0,0.11,0,2,0
LN02990,25,30000,RENT,0.0,MEDICAL,C,3200,13.99,0,0.11,0,2,0
LN02991,26,30000,RENT,2.0,DEBTCONSOLIDATION,B,3200,10.99,0,0.11,0,3,0
LN02992,21,30000,RENT,3.0,MEDICAL,B,3200,11.14,0,0.11,0,3,0
LN02993,25,30000,RENT,2.0,MEDICAL,A,3200,8.0,0,0.11,0,4,0
LN02994,24,35000,MORTGAGE,2.0,MEDICAL,A,2950,7.49,0,0.08,0,4,0
LN02995,23,31000,RENT,3.0,EDUCATION,B,3200,11.49,0,0.1,0,4,0
LN02996,23,31200,RENT,0.0,EDUCATION,C,3200,13.49,0,0.1,1,4,0
LN02997,22,31200,RENT,1.0,VENTURE,B,3200,11.99,0,0.1,0,2,0
LN02998,22,32000,RENT,0.0,PERSONAL,B,3200,10.2,0,0.1,0,3,0
LN02999,25,33000,RENT,9.0,MEDICAL,A,3200,5.42,0,0.1,0,4,0
LN03000,24,29000,MORTGAGE,8.0,PERSONAL,B,1450,10.99,1,0.05,0,4,1
LN03001,25,29004,RENT,0.0,HOMEIMPROVEMENT,D,3200,17.49,1,0.11,1,2,1
LN03002,26,35000,MORTGAGE,1.0,VENTURE,A,3000,6.76,0,0.09,0,3,0
LN03003,22,30000,RENT,4.0,DEBTCONSOLIDATION,D,3200,15.62,1,0.11,1,4,1
LN03004,21,31000,RENT,5.0,DEBTCONSOLIDATION,B,3200,10.37,1,0.1,0,3,1
LN03005,22,37440,RENT,1.0,EDUCATION,C,3200,13.04,0,0.09,1,2,0
LN03006,26,38400,RENT,7.0,PERSONAL,C,3200,13.49,0,0.08,0,2,0
LN03007,25,33000,RENT,4.0,HOMEIMPROVEMENT,C,3200,12.99,1,0.1,1,2,1
LN03008,24,41745,RENT,2.0,PERSONAL,A,3200,9.63,0,0.08,0,3,0
LN03009,22,42500,RENT,7.0,EDUCATION,A,3200,7.49,0,0.08,0,4,0
LN03010,26,43200,RENT,5.0,EDUCATION,C,3200,14.35,0,0.07,1,4,0
LN03011,24,44000,RENT,1.0,MEDICAL,A,3200,8.0,0,0.07,0,2,0
LN03012,22,44568,RENT,3.0,PERSONAL,B,3200,10.99,0,0.07,0,4,0
LN03013,21,45000,RENT,3.0,PERSONAL,A,3200,6.54,0,0.07,0,4,0
LN03014,22,35000,MORTGAGE,6.0,EDUCATION,C,7500,13.92,0,0.21,0,3,0
LN03015,23,45240,RENT,4.0,VENTURE,A,3200,7.37,0,0.07,0,3,0
LN03016,26,29000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11200,11.14,1,0.39,0,4,1
LN03017,25,42000,RENT,3.0,MEDICAL,D,3200,15.7,1,0.08,1,2,1
LN03018,23,49200,RENT,4.0,MEDICAL,C,3200,13.48,0,0.07,1,3,0
LN03019,22,50000,RENT,1.0,VENTURE,A,3200,8.49,0,0.06,0,4,0
LN03020,22,51000,RENT,2.0,EDUCATION,B,3200,10.99,0,0.06,0,2,0
LN03021,23,35000,MORTGAGE,6.0,EDUCATION,B,8400,12.18,0,0.24,0,3,0
LN03022,25,48000,RENT,0.0,EDUCATION,F,3200,18.535,1,0.07,1,4,1
LN03023,24,54731,RENT,2.0,DEBTCONSOLIDATION,B,3200,11.83,0,0.06,0,2,0
LN03024,23,35000,MORTGAGE,7.0,EDUCATION,F,15000,18.43,0,0.43,1,2,0
LN03025,23,35000,OTHER,0.0,PERSONAL,B,12800,11.83,1,0.37,0,2,1
LN03026,26,55000,RENT,1.0,EDUCATION,A,3200,8.49,0,0.06,0,3,0
LN03027,22,35000,MORTGAGE,6.0,EDUCATION,B,3500,11.48,0,0.1,0,4,0
LN03028,24,58000,RENT,2.0,VENTURE,C,3200,14.35,0,0.06,0,2,0
LN03029,22,60000,RENT,6.0,MEDICAL,B,3200,11.71,0,0.05,0,2,0
LN03030,22,54000,RENT,5.0,HOMEIMPROVEMENT,D,3200,16.49,1,0.06,1,4,1
LN03031,24,60000,RENT,3.0,DEBTCONSOLIDATION,A,3200,7.14,0,0.05,0,3,0
LN03032,26,61200,RENT,9.0,PERSONAL,B,3200,9.91,0,0.05,0,2,0
LN03033,26,35000,MORTGAGE,1.0,EDUCATION,D,5000,14.42,0,0.14,1,2,0
LN03034,26,65000,RENT,5.0,DEBTCONSOLIDATION,B,3200,11.71,0,0.05,0,3,0
LN03035,24,35000,MORTGAGE,3.0,PERSONAL,D,13000,14.74,0,0.37,0,3,0
LN03036,24,59000,RENT,8.0,MEDICAL,C,3200,13.8,1,0.05,0,3,1
LN03037,24,65004,RENT,0.0,HOMEIMPROVEMENT,B,3200,9.99,0,0.05,0,4,0
LN03038,24,72000,RENT,8.0,PERSONAL,C,3200,13.92,0,0.04,0,3,0
LN03039,22,75000,RENT,6.0,EDUCATION,C,3200,10.28,0,0.04,0,4,0
LN03040,24,35000,OWN,1.0,VENTURE,E,3500,16.0,0,0.1,0,3,0
LN03041,26,35000,MORTGAGE,1.0,PERSONAL,B,6000,12.21,0,0.17,0,4,0
LN03042,25,78000,RENT,5.0,HOMEIMPROVEMENT,C,3200,12.99,0,0.04,1,4,0
LN03043,24,83000,RENT,3.0,HOMEIMPROVEMENT,A,3200,6.99,0,0.04,0,3,0
LN03044,23,78000,RENT,3.0,EDUCATION,B,3200,10.99,1,0.04,0,3,1
LN03045,21,85000,RENT,5.0,PERSONAL,B,3200,10.25,0,0.04,0,4,0
LN03046,25,78000,RENT,2.0,HOMEIMPROVEMENT,D,3200,14.59,1,0.04,1,3,1
LN03047,21,35000,MORTGAGE,1.0,MEDICAL,A,4950,7.68,0,0.14,0,4,0
LN03048,22,29000,OTHER,0.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.26,0,4,1
LN03049,22,35000,MORTGAGE,6.0,PERSONAL,C,7500,11.34,0,0.21,1,2,0
LN03050,22,10200,RENT,4.0,VENTURE,C,3250,13.48,1,0.32,1,2,1
LN03051,21,12000,RENT,2.0,HOMEIMPROVEMENT,B,3250,9.99,1,0.27,0,2,1
LN03052,21,35000,MORTGAGE,2.0,VENTURE,A,800,7.37,0,0.02,0,3,0
LN03053,22,14400,RENT,6.0,PERSONAL,D,3250,16.29,1,0.23,0,4,1
LN03054,24,16000,RENT,0.0,VENTURE,B,3250,12.42,1,0.2,0,4,1
LN03055,22,17004,RENT,5.0,DEBTCONSOLIDATION,A,3250,6.91,1,0.19,0,2,1
LN03056,23,18000,RENT,1.0,PERSONAL,C,3250,13.48,1,0.18,1,4,1
LN03057,23,18000,RENT,1.0,VENTURE,C,3250,13.22,1,0.18,0,2,1
LN03058,25,35000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,5400,12.17,0,0.15,0,4,0
LN03059,22,35004,OWN,3.0,VENTURE,A,3000,7.9,0,0.09,0,4,0
LN03060,22,20400,RENT,5.0,MEDICAL,C,3250,14.26,1,0.16,1,2,1
LN03061,24,25000,RENT,3.0,EDUCATION,D,3250,13.67,0,0.13,0,4,0
LN03062,22,35004,OWN,1.0,VENTURE,B,9000,10.0,0,0.26,0,2,0
LN03063,26,28000,RENT,2.0,HOMEIMPROVEMENT,D,3250,14.59,1,0.12,0,4,1
LN03064,24,35004,MORTGAGE,5.0,EDUCATION,A,7000,5.42,0,0.2,0,3,0
LN03065,21,35004,OWN,5.0,VENTURE,B,1500,9.62,0,0.04,0,2,0
LN03066,25,30000,RENT,0.0,DEBTCONSOLIDATION,A,3250,5.42,0,0.11,0,3,0
LN03067,22,35000,RENT,0.0,EDUCATION,A,3250,6.54,0,0.09,0,3,0
LN03068,24,39000,RENT,0.0,DEBTCONSOLIDATION,A,3250,8.94,1,0.08,0,2,1
LN03069,21,35004,OWN,0.0,EDUCATION,D,3000,15.58,0,0.09,0,3,0
LN03070,21,29004,MORTGAGE,3.0,EDUCATION,E,7400,17.56,1,0.26,0,3,1
LN03071,24,35004,MORTGAGE,3.0,PERSONAL,A,9600,7.88,0,0.27,0,3,0
LN03072,24,35004,OWN,8.0,DEBTCONSOLIDATION,D,8000,14.96,0,0.23,0,4,0
LN03073,22,28956,RENT,2.0,VENTURE,A,3300,8.49,0,0.11,0,3,0
LN03074,22,35004,OWN,0.0,MEDICAL,A,10000,7.51,0,0.29,0,4,0
LN03075,24,33000,RENT,2.0,VENTURE,C,3300,12.99,0,0.1,0,4,0
LN03076,26,33600,RENT,4.0,MEDICAL,D,3300,15.65,0,0.1,0,4,0
LN03077,21,35004,MORTGAGE,1.0,VENTURE,A,3600,8.0,0,0.1,0,2,0
LN03078,22,66000,RENT,0.0,VENTURE,C,3300,14.65,0,0.05,1,2,0
LN03079,21,70000,RENT,3.0,PERSONAL,C,3300,13.48,0,0.05,0,4,0
LN03080,21,90000,RENT,2.0,VENTURE,B,3300,11.71,0,0.04,0,4,0
LN03081,24,35004,OTHER,6.0,MEDICAL,A,18225,9.63,1,0.52,0,3,1
LN03082,25,37000,RENT,2.0,VENTURE,B,3325,11.49,0,0.09,0,3,0
LN03083,22,35004,MORTGAGE,0.0,VENTURE,B,8400,10.39,0,0.24,0,2,0
LN03084,24,30000,RENT,2.0,DEBTCONSOLIDATION,C,3350,14.72,0,0.11,1,2,0
LN03085,25,36000,RENT,8.0,PERSONAL,A,3350,7.9,0,0.09,0,4,0
LN03086,24,77300,RENT,4.0,PERSONAL,A,3350,7.49,0,0.04,0,3,0
LN03087,21,33000,RENT,5.0,VENTURE,C,3375,13.49,0,0.1,1,3,0
LN03088,25,11000,RENT,3.0,MEDICAL,B,3400,10.99,1,0.31,0,2,1
LN03089,23,24290,RENT,0.0,MEDICAL,A,3400,7.51,0,0.14,0,4,0
LN03090,22,28404,RENT,7.0,EDUCATION,A,3400,8.94,0,0.12,0,3,0
LN03091,25,35138,MORTGAGE,3.0,DEBTCONSOLIDATION,B,1000,10.99,0,0.03,0,3,0
LN03092,26,29000,RENT,0.0,HOMEIMPROVEMENT,D,3400,15.62,1,0.12,1,4,1
LN03093,23,40000,RENT,0.0,VENTURE,A,3400,6.92,0,0.09,0,3,0
LN03094,23,51996,RENT,0.0,HOMEIMPROVEMENT,F,3400,17.58,1,0.07,0,4,1
LN03095,22,29280,MORTGAGE,0.0,EDUCATION,C,12000,11.66,1,0.41,1,3,1
LN03096,23,35292,MORTGAGE,7.0,EDUCATION,A,2100,7.51,0,0.06,0,2,0
LN03097,24,60000,RENT,5.0,HOMEIMPROVEMENT,D,3400,15.31,0,0.06,0,2,0
LN03098,23,80004,RENT,2.0,DEBTCONSOLIDATION,A,3400,8.49,0,0.04,0,3,0
LN03099,23,35352,MORTGAGE,4.0,EDUCATION,A,6500,5.42,0,0.18,0,2,0
LN03100,25,29360,MORTGAGE,5.0,PERSONAL,B,8875,12.69,1,0.3,0,3,1
LN03101,22,35360,MORTGAGE,6.0,EDUCATION,A,9600,5.99,0,0.27,0,4,0
LN03102,24,114750,RENT,1.0,MEDICAL,B,3400,12.21,1,0.03,0,4,1
LN03103,21,35360,MORTGAGE,2.0,EDUCATION,D,12250,15.31,0,0.35,0,4,0
LN03104,25,35360,MORTGAGE,9.0,MEDICAL,A,10000,8.94,0,0.28,0,2,0
LN03105,26,14000,RENT,8.0,HOMEIMPROVEMENT,B,3450,12.69,1,0.25,0,3,1
LN03106,25,25000,RENT,5.0,HOMEIMPROVEMENT,B,3450,11.99,1,0.14,0,4,1
LN03107,22,12000,RENT,1.0,EDUCATION,D,3500,15.65,1,0.29,1,2,1
LN03108,23,35375,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5600,6.76,0,0.16,0,3,0
LN03109,22,12996,RENT,2.0,MEDICAL,A,3500,8.59,1,0.27,0,4,1
LN03110,21,13500,RENT,0.0,VENTURE,B,3500,9.96,1,0.26,0,2,1
LN03111,21,15600,RENT,2.0,PERSONAL,D,3500,16.07,1,0.22,0,3,1
LN03112,21,29400,MORTGAGE,0.0,MEDICAL,B,12000,11.83,1,0.41,0,4,1
LN03113,22,17280,RENT,0.0,EDUCATION,D,3500,15.31,1,0.2,1,4,1
LN03114,26,29400,MORTGAGE,4.0,MEDICAL,A,12000,9.32,1,0.41,0,4,1
LN03115,22,18000,RENT,0.0,VENTURE,C,3500,13.48,1,0.19,1,2,1
LN03116,21,18456,RENT,2.0,MEDICAL,C,3500,13.35,1,0.19,1,2,1
LN03117,24,19000,RENT,4.0,MEDICAL,A,3500,7.88,1,0.18,0,2,1
LN03118,22,20000,RENT,5.0,EDUCATION,C,3500,13.11,0,0.17,0,3,0
LN03119,25,20000,RENT,0.0,VENTURE,C,3500,10.28,0,0.17,1,2,0
LN03120,23,35500,MORTGAGE,8.0,EDUCATION,A,9000,7.49,0,0.25,0,3,0
LN03121,24,35500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,14500,7.49,0,0.41,0,3,0
LN03122,22,20400,RENT,1.0,VENTURE,A,3500,6.99,0,0.17,0,2,0
LN03123,22,35500,MORTGAGE,0.0,EDUCATION,C,4000,12.53,0,0.11,0,2,0
LN03124,23,35500,MORTGAGE,0.0,MEDICAL,C,3000,11.28,0,0.08,1,3,0
LN03125,22,21600,RENT,2.0,MEDICAL,D,3500,15.31,1,0.16,0,2,1
LN03126,21,21600,RENT,2.0,DEBTCONSOLIDATION,A,3500,7.51,0,0.16,0,2,0
LN03127,22,22292,RENT,5.0,DEBTCONSOLIDATION,D,3500,16.49,1,0.16,0,3,1
LN03128,22,29554,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5775,5.42,1,0.2,0,3,1
LN03129,22,23000,RENT,3.0,DEBTCONSOLIDATION,B,3500,10.37,0,0.15,0,4,0
LN03130,24,35640,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,13.49,0,0.28,1,3,0
LN03131,24,24000,RENT,2.0,HOMEIMPROVEMENT,D,3500,15.65,1,0.15,1,3,1
LN03132,23,35808,MORTGAGE,3.0,EDUCATION,A,8700,7.51,0,0.24,0,2,0
LN03133,26,24000,RENT,0.0,VENTURE,B,3500,10.71,0,0.15,0,4,0
LN03134,22,24240,RENT,3.0,VENTURE,B,3500,9.99,0,0.14,0,3,0
LN03135,22,35900,MORTGAGE,6.0,PERSONAL,C,6000,15.27,0,0.17,0,3,0
LN03136,23,26000,RENT,0.0,DEBTCONSOLIDATION,A,3500,6.91,0,0.13,0,3,0
LN03137,22,26400,RENT,1.0,EDUCATION,C,3500,15.27,0,0.13,0,3,0
LN03138,21,26400,RENT,6.0,DEBTCONSOLIDATION,A,3500,8.49,1,0.13,0,3,1
LN03139,22,36000,MORTGAGE,0.0,EDUCATION,C,11625,13.49,0,0.32,0,2,0
LN03140,25,27600,RENT,4.0,VENTURE,B,3500,10.99,0,0.13,0,4,0
LN03141,22,28800,RENT,0.0,VENTURE,A,3500,7.49,0,0.12,0,2,0
LN03142,23,36000,MORTGAGE,7.0,EDUCATION,B,11300,12.69,0,0.31,0,2,0
LN03143,21,30000,RENT,5.0,PERSONAL,A,3500,7.9,0,0.12,0,2,0
LN03144,24,30000,RENT,0.0,MEDICAL,A,3500,5.99,0,0.12,0,2,0
LN03145,22,30000,RENT,3.0,VENTURE,C,3500,14.22,1,0.12,0,4,1
LN03146,22,30000,RENT,3.0,MEDICAL,C,3500,13.92,0,0.12,0,4,0
LN03147,22,36000,MORTGAGE,6.0,PERSONAL,A,18500,7.9,0,0.51,0,4,0
LN03148,26,30000,RENT,2.0,VENTURE,B,3500,10.99,0,0.12,0,2,0
LN03149,21,30000,RENT,0.0,VENTURE,A,3500,7.49,0,0.12,0,4,0
LN03150,25,31200,RENT,7.0,MEDICAL,A,3500,6.92,0,0.11,0,3,0
LN03151,24,36000,MORTGAGE,2.0,VENTURE,B,5200,9.91,0,0.14,0,3,0
LN03152,21,33000,RENT,0.0,MEDICAL,B,3500,11.71,0,0.11,0,4,0
LN03153,26,33000,RENT,1.0,VENTURE,B,3500,10.25,0,0.11,0,2,0
LN03154,22,34000,RENT,0.0,DEBTCONSOLIDATION,C,3500,14.27,0,0.1,1,3,0
LN03155,22,36000,MORTGAGE,4.0,MEDICAL,B,12000,11.71,0,0.33,0,2,0
LN03156,25,36000,MORTGAGE,1.0,MEDICAL,A,5100,8.9,0,0.14,0,4,0
LN03157,26,34200,RENT,1.0,MEDICAL,C,3500,12.84,0,0.1,0,4,0
LN03158,24,35000,RENT,7.0,EDUCATION,A,3500,6.99,0,0.1,0,2,0
LN03159,21,35000,RENT,0.0,MEDICAL,B,3500,9.62,0,0.1,0,2,0
LN03160,24,36000,MORTGAGE,5.0,VENTURE,A,5600,7.9,0,0.16,0,2,0
LN03161,25,35000,RENT,6.0,PERSONAL,B,3500,11.58,0,0.1,0,3,0
LN03162,21,35000,RENT,3.0,DEBTCONSOLIDATION,C,3500,12.53,0,0.1,1,4,0
LN03163,21,35100,RENT,1.0,EDUCATION,A,3500,5.79,0,0.1,0,2,0
LN03164,23,35500,RENT,5.0,EDUCATION,B,3500,10.99,0,0.1,0,3,0
LN03165,25,36000,RENT,3.0,VENTURE,A,3500,6.62,0,0.1,0,3,0
LN03166,21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,0,2,0
LN03167,22,36000,MORTGAGE,3.0,EDUCATION,A,5250,7.49,0,0.15,0,4,0
LN03168,23,30000,RENT,4.0,MEDICAL,B,3500,11.49,1,0.12,0,2,1
LN03169,21,38000,RENT,5.0,VENTURE,B,3500,10.59,0,0.09,0,3,0
LN03170,26,36000,MORTGAGE,6.0,PERSONAL,A,5175,6.03,0,0.14,0,4,0
LN03171,22,38400,RENT,4.0,EDUCATION,C,3500,13.99,0,0.09,0,3,0
LN03172,22,39000,RENT,6.0,MEDICAL,B,3500,9.91,0,0.09,0,4,0
LN03173,22,39336,RENT,6.0,VENTURE,A,3500,5.42,0,0.09,0,2,0
LN03174,24,40000,RENT,3.0,EDUCATION,A,3500,7.9,0,0.09,0,4,0
LN03175,23,40000,RENT,2.0,VENTURE,B,3500,11.99,0,0.09,0,4,0
LN03176,23,40000,RENT,4.0,PERSONAL,C,3500,13.23,0,0.09,1,2,0
LN03177,24,40000,RENT,0.0,VENTURE,B,3500,10.99,0,0.09,0,2,0
LN03178,24,36000,MORTGAGE,8.0,PERSONAL,D,3600,16.77,0,0.1,1,2,0
LN03179,26,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.62,1,0.27,0,4,1
LN03180,21,41000,RENT,4.0,EDUCATION,B,3500,10.75,0,0.09,0,3,0
LN03181,24,36000,OWN,5.0,PERSONAL,B,8000,10.65,0,0.22,0,2,0
LN03182,25,42000,RENT,0.0,VENTURE,A,3500,5.42,0,0.08,0,4,0
LN03183,23,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4800,10.65,1,0.16,0,3,1
LN03184,26,42000,RENT,3.0,PERSONAL,B,3500,10.74,0,0.08,0,4,0
LN03185,21,42000,RENT,5.0,DEBTCONSOLIDATION,B,3500,10.37,0,0.08,0,4,0
LN03186,22,36000,MORTGAGE,4.0,MEDICAL,A,7275,6.03,0,0.2,0,3,0
LN03187,24,36000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14775,6.62,0,0.41,0,4,0
LN03188,24,42000,RENT,1.0,PERSONAL,A,3500,7.49,0,0.08,0,3,0
LN03189,26,36000,MORTGAGE,5.0,PERSONAL,A,4000,7.49,0,0.11,0,3,0
LN03190,26,42500,RENT,2.0,EDUCATION,C,3500,12.61,0,0.08,1,4,0
LN03191,21,42500,RENT,0.0,EDUCATION,B,3500,11.86,0,0.08,0,4,0
LN03192,22,36000,MORTGAGE,6.0,MEDICAL,B,1000,9.99,0,0.03,0,3,0
LN03193,24,44000,RENT,3.0,EDUCATION,B,3500,12.69,0,0.08,0,2,0
LN03194,23,45000,RENT,3.0,EDUCATION,B,3500,10.59,0,0.08,0,4,0
LN03195,23,39000,RENT,3.0,EDUCATION,B,3500,11.86,1,0.09,0,4,1
LN03196,22,45000,RENT,0.0,MEDICAL,B,3500,12.53,0,0.08,0,3,0
LN03197,25,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,5.99,1,0.4,0,4,1
LN03198,25,47000,RENT,6.0,MEDICAL,B,3500,9.99,0,0.07,0,3,0
LN03199,25,36000,OWN,2.0,MEDICAL,A,8400,5.99,0,0.23,0,3,0
LN03200,24,30000,MORTGAGE,4.0,MEDICAL,D,10000,15.99,1,0.33,1,2,1
LN03201,25,36000,MORTGAGE,0.0,MEDICAL,A,5600,7.49,0,0.16,0,4,0
LN03202,26,36000,MORTGAGE,2.0,PERSONAL,A,7000,7.49,0,0.19,0,2,0
LN03203,23,47496,RENT,7.0,DEBTCONSOLIDATION,B,3500,12.69,0,0.07,0,3,0
LN03204,23,48000,RENT,7.0,DEBTCONSOLIDATION,C,3500,13.98,0,0.07,0,4,0
LN03205,25,48000,RENT,8.0,DEBTCONSOLIDATION,C,3500,13.16,0,0.07,0,3,0
LN03206,23,36000,MORTGAGE,7.0,EDUCATION,B,2000,11.49,0,0.06,0,2,0
LN03207,23,48562,RENT,4.0,VENTURE,A,3500,8.0,0,0.07,0,2,0
LN03208,22,50000,RENT,2.0,VENTURE,B,3500,10.99,0,0.07,0,3,0
LN03209,22,36000,MORTGAGE,0.0,EDUCATION,B,12375,10.99,0,0.34,0,3,0
LN03210,22,50250,RENT,6.0,VENTURE,A,3500,7.14,0,0.07,0,4,0
LN03211,22,51996,RENT,4.0,PERSONAL,B,3500,9.62,0,0.07,0,2,0
LN03212,23,36000,MORTGAGE,7.0,EDUCATION,B,11000,10.99,0,0.31,0,3,0
LN03213,24,45996,RENT,9.0,PERSONAL,B,3500,12.21,1,0.08,0,2,1
LN03214,24,52000,RENT,4.0,DEBTCONSOLIDATION,A,3500,7.68,0,0.07,0,2,0
LN03215,23,52692,RENT,4.0,EDUCATION,C,3500,12.23,0,0.07,1,4,0
LN03216,23,36000,MORTGAGE,6.0,PERSONAL,C,14000,12.99,0,0.39,1,3,0
LN03217,25,54084,RENT,5.0,HOMEIMPROVEMENT,B,3500,9.25,0,0.06,0,2,0
LN03218,21,36000,MORTGAGE,5.0,PERSONAL,A,2800,6.99,0,0.08,0,2,0
LN03219,21,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,13250,13.99,1,0.44,0,3,1
LN03220,24,55000,RENT,0.0,DEBTCONSOLIDATION,B,3500,8.88,0,0.06,0,4,0
LN03221,22,55000,RENT,7.0,MEDICAL,B,3500,9.99,0,0.06,0,3,0
LN03222,23,56000,RENT,7.0,DEBTCONSOLIDATION,C,3500,13.48,0,0.06,1,3,0
LN03223,22,57000,RENT,1.0,EDUCATION,C,3500,12.61,0,0.06,1,2,0
LN03224,26,51000,RENT,3.0,DEBTCONSOLIDATION,D,3500,13.24,1,0.07,1,4,1
LN03225,26,58000,RENT,0.0,HOMEIMPROVEMENT,A,3500,8.59,0,0.06,0,2,0
LN03226,24,59000,RENT,5.0,MEDICAL,A,3500,8.9,0,0.06,0,3,0
LN03227,22,60000,RENT,5.0,VENTURE,A,3500,5.42,0,0.06,0,2,0
LN03228,22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5975,7.42,0,0.17,0,4,0
LN03229,24,60000,RENT,5.0,EDUCATION,B,3500,11.86,0,0.06,0,4,0
LN03230,24,36000,OWN,4.0,EDUCATION,A,6500,5.42,0,0.18,0,2,0
LN03231,23,36000,MORTGAGE,7.0,PERSONAL,A,7200,5.42,0,0.2,0,2,0
LN03232,21,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.11,0,4,0
LN03233,25,36000,MORTGAGE,3.0,MEDICAL,A,5300,7.49,0,0.15,0,3,0
LN03234,25,56400,RENT,2.0,DEBTCONSOLIDATION,D,3500,15.62,1,0.06,0,4,1
LN03235,22,36000,MORTGAGE,1.0,MEDICAL,A,3500,7.49,0,0.1,0,2,0
LN03236,23,63816,RENT,4.0,EDUCATION,B,3500,9.63,0,0.05,0,3,0
LN03237,24,65000,RENT,3.0,EDUCATION,A,3500,7.74,0,0.05,0,3,0
LN03238,25,59000,RENT,3.0,MEDICAL,D,3500,15.65,1,0.06,0,2,1
LN03239,23,36000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,11.49,0,0.18,0,3,0
LN03240,23,30000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6725,6.99,1,0.22,0,3,1
LN03241,25,66660,RENT,0.0,EDUCATION,B,3500,10.99,0,0.05,0,3,0
LN03242,23,36000,MORTGAGE,4.0,PERSONAL,C,5000,14.79,0,0.14,0,2,0
LN03243,24,36000,MORTGAGE,8.0,PERSONAL,C,3500,13.06,0,0.1,1,3,0
LN03244,23,70000,RENT,1.0,EDUCATION,A,3500,5.42,0,0.05,0,3,0
LN03245,23,64000,RENT,7.0,DEBTCONSOLIDATION,C,3500,14.72,1,0.05,1,2,1
LN03246,23,74000,RENT,1.0,EDUCATION,C,3500,12.87,0,0.05,1,3,0
LN03247,26,68004,RENT,10.0,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,1,3,1
LN03248,24,74400,RENT,1.0,EDUCATION,A,3500,7.29,0,0.05,0,4,0
