loan_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
LN03291,24,male,High School,36845,0,RENT,3600,VENTURE,8.49,0.1,3,623,Yes,0
LN03292,22,male,Bachelor,44020,4,MORTGAGE,7750,VENTURE,9.99,0.18,4,661,No,0
LN03293,23,female,Bachelor,43715,0,MORTGAGE,15800,DEBTCONSOLIDATION,13.72,0.36,4,663,Yes,0
LN03294,23,female,High School,36601,1,RENT,3600,PERSONAL,14.17,0.1,3,619,No,0
LN03295,23,male,High School,37324,0,RENT,3600,VENTURE,6.17,0.1,2,583,Yes,0
LN03296,22,male,High School,44257,0,MORTGAGE,1800,DEBTCONSOLIDATION,6.17,0.04,4,556,Yes,0
LN03297,24,male,Master,44607,0,MORTGAGE,4800,PERSONAL,6.91,0.11,3,647,Yes,0
LN03298,22,male,Bachelor,36917,0,RENT,3600,VENTURE,12.21,0.1,3,578,Yes,0
LN03299,23,male,Bachelor,37169,1,RENT,3600,EDUCATION,9.7,0.1,3,693,Yes,0
LN03300,22,female,Associate,44171,0,MORTGAGE,10000,DEBTCONSOLIDATION,5.42,0.23,3,604,Yes,0
LN03301,22,male,Master,38286,0,RENT,3600,VENTURE,12.69,0.09,3,525,Yes,0
LN03302,23,male,Bachelor,44171,2,OWN,1800,VENTURE,6.54,0.04,4,568,Yes,0
LN03303,25,female,Bachelor,38514,5,RENT,3600,DEBTCONSOLIDATION,8.9,0.09,2,693,Yes,0
LN03304,23,female,Bachelor,44255,0,OWN,14600,MEDICAL,12.61,0.33,2,621,Yes,0
LN03305,23,male,Associate,44492,4,OWN,6000,EDUCATION,8.88,0.13,2,583,Yes,0
LN03306,25,male,High School,39475,3,RENT,3600,PERSONAL,7.51,0.09,3,614,Yes,0
LN03307,24,female,High School,39509,4,RENT,3600,MEDICAL,7.49,0.09,3,629,Yes,0
LN03308,23,female,High School,39168,0,RENT,3600,PERSONAL,9.63,0.09,3,468,Yes,0
LN03309,25,female,High School,40489,3,RENT,3600,MEDICAL,10,0.09,3,622,No,1
LN03310,22,male,Master,42767,0,RENT,3600,PERSONAL,11.83,0.08,3,592,No,0
LN03311,22,female,Master,44075,1,MORTGAGE,12000,PERSONAL,7.51,0.27,4,490,Yes,0
LN03312,25,female,High School,44441,5,RENT,3600,EDUCATION,15.23,0.08,4,571,Yes,0
LN03313,22,male,Bachelor,44281,0,RENT,3600,EDUCATION,12.99,0.08,2,657,Yes,0
LN03314,25,female,High School,44060,3,MORTGAGE,6000,PERSONAL,7.88,0.14,4,601,Yes,0
LN03315,22,male,High School,44127,0,RENT,3600,PERSONAL,5.99,0.08,2,576,Yes,0
LN03316,24,male,Bachelor,44228,2,RENT,3600,DEBTCONSOLIDATION,7.29,0.08,2,578,Yes,0
LN03317,26,male,High School,43777,5,MORTGAGE,10000,PERSONAL,10.75,0.23,2,703,No,0
LN03318,23,female,Associate,36441,1,MORTGAGE,4000,MEDICAL,16.32,0.11,4,585,No,1
LN03319,22,male,Bachelor,45293,0,RENT,3600,EDUCATION,12.42,0.08,4,625,No,0
LN03320,23,female,High School,44116,0,OWN,18000,VENTURE,7.88,0.41,2,619,Yes,0
LN03321,22,female,Bachelor,47024,0,RENT,3600,DEBTCONSOLIDATION,12.69,0.08,3,604,Yes,0
LN03322,23,female,High School,47198,2,RENT,3600,DEBTCONSOLIDATION,13.61,0.08,3,606,No,0
LN03323,24,female,High School,43803,5,MORTGAGE,3250,VENTURE,6.39,0.07,2,568,Yes,0
LN03324,24,female,High School,44213,1,MORTGAGE,8000,MEDICAL,13.61,0.18,2,587,No,0
LN03325,22,female,Associate,44209,0,OWN,12000,EDUCATION,15.21,0.27,3,641,No,0
LN03326,22,female,Associate,44345,0,MORTGAGE,1400,PERSONAL,14.84,0.03,4,582,No,0
LN03327,26,female,Associate,44196,2,MORTGAGE,4000,PERSONAL,6.76,0.09,3,666,No,0
LN03328,25,male,High School,41537,2,RENT,3600,HOMEIMPROVEMENT,16.02,0.09,2,664,No,1
LN03329,23,male,Bachelor,48784,0,RENT,3600,DEBTCONSOLIDATION,15.96,0.07,4,594,No,0
LN03330,22,male,High School,44111,0,MORTGAGE,4500,MEDICAL,7.51,0.1,2,548,No,0
LN03331,24,male,Bachelor,48761,0,RENT,3600,MEDICAL,13.49,0.07,3,610,Yes,0
LN03332,25,male,Associate,44453,3,MORTGAGE,4800,VENTURE,17.93,0.11,3,661,No,0
LN03333,21,female,High School,49193,0,RENT,3600,MEDICAL,5.42,0.07,4,528,Yes,0
LN03334,26,male,Bachelor,44222,0,MORTGAGE,5400,HOMEIMPROVEMENT,7.51,0.12,4,549,No,0
LN03335,25,female,Bachelor,44397,5,MORTGAGE,9000,DEBTCONSOLIDATION,7.14,0.2,4,479,Yes,0
LN03336,23,male,High School,44149,0,MORTGAGE,4800,VENTURE,10.38,0.11,4,642,Yes,0
LN03337,24,male,Associate,49513,1,RENT,3600,EDUCATION,10.59,0.07,2,633,Yes,0
LN03338,23,female,Master,44180,0,OWN,8500,EDUCATION,7.51,0.19,3,635,No,0
LN03339,22,female,High School,48988,0,RENT,3600,PERSONAL,6.17,0.07,2,622,Yes,0
LN03340,24,male,Associate,49052,1,RENT,3600,DEBTCONSOLIDATION,11.12,0.07,3,629,Yes,0
LN03341,22,male,Bachelor,44042,0,MORTGAGE,7500,VENTURE,7.14,0.17,3,584,No,0
LN03342,25,male,Bachelor,44250,2,MORTGAGE,5000,VENTURE,11.01,0.11,4,668,Yes,0
LN03343,22,male,Bachelor,44269,0,MORTGAGE,6000,EDUCATION,7.51,0.14,4,596,No,0
LN03344,22,female,Master,51399,4,RENT,3600,VENTURE,14.72,0.07,4,718,No,0
LN03345,23,male,Bachelor,44405,2,OWN,15000,VENTURE,11.36,0.34,4,694,No,0
LN03346,23,female,Associate,45480,0,RENT,11000,EDUCATION,6.62,0.24,3,601,Yes,0
LN03347,23,female,High School,45873,2,RENT,11000,VENTURE,11.01,0.24,2,634,Yes,0
LN03348,24,female,Associate,46811,4,RENT,11000,EDUCATION,11.86,0.23,2,639,Yes,0
LN03349,24,female,High School,44065,2,MORTGAGE,2000,VENTURE,14.96,0.05,2,673,No,0
LN03350,26,male,Master,44428,6,OWN,15000,PERSONAL,10.25,0.34,2,533,Yes,0
LN03351,22,male,Master,48486,0,RENT,11000,DEBTCONSOLIDATION,12.68,0.23,2,571,No,0
LN03352,23,male,Associate,48476,0,RENT,11000,MEDICAL,11.01,0.23,2,630,Yes,0
LN03353,23,female,Bachelor,48727,1,RENT,11000,PERSONAL,5.42,0.23,2,629,No,0
LN03354,22,female,High School,48962,2,RENT,11000,PERSONAL,5.79,0.22,2,569,Yes,0
LN03355,22,female,Associate,42132,0,RENT,11000,HOMEIMPROVEMENT,15.99,0.26,3,528,No,1
LN03356,22,male,Bachelor,49911,0,RENT,11000,DEBTCONSOLIDATION,12.18,0.22,4,564,Yes,0
LN03357,24,female,Bachelor,50280,4,RENT,11000,VENTURE,15.28,0.22,3,688,No,0
LN03358,26,female,Bachelor,44034,2,MORTGAGE,10000,PERSONAL,9.88,0.23,3,640,No,0
LN03359,25,female,Master,44079,1,MORTGAGE,7000,DEBTCONSOLIDATION,12.73,0.16,2,653,Yes,0
LN03360,23,male,Associate,43923,1,MORTGAGE,10000,EDUCATION,7.14,0.23,3,598,Yes,0
LN03361,21,female,Bachelor,51397,0,RENT,11000,EDUCATION,17.19,0.21,3,695,Yes,0
LN03362,22,male,High School,51337,3,RENT,11000,PERSONAL,11.71,0.21,2,651,No,0
LN03363,21,male,High School,44309,0,RENT,11000,HOMEIMPROVEMENT,10.37,0.25,4,529,No,1
LN03364,23,male,Associate,43963,2,RENT,11000,VENTURE,13.11,0.25,3,675,No,1
LN03365,21,male,Bachelor,44498,2,OWN,8800,EDUCATION,13.85,0.2,2,541,Yes,0
LN03366,24,male,Associate,37322,1,MORTGAGE,10000,HOMEIMPROVEMENT,14.22,0.27,3,685,No,1
LN03367,24,female,Master,52689,6,RENT,11000,EDUCATION,8.94,0.21,3,629,Yes,0
LN03368,25,female,High School,55084,4,RENT,11000,MEDICAL,6.99,0.2,4,666,No,0
LN03369,26,male,Associate,55169,3,RENT,11000,DEBTCONSOLIDATION,6.99,0.2,2,584,Yes,0
LN03370,25,male,Associate,54989,7,RENT,11000,DEBTCONSOLIDATION,9.25,0.2,2,644,Yes,0
LN03371,23,male,Associate,44479,1,OWN,5000,VENTURE,12.87,0.11,3,529,Yes,0
LN03372,25,female,Bachelor,44294,2,MORTGAGE,5400,MEDICAL,14.26,0.12,3,676,No,0
LN03373,22,female,Bachelor,54781,0,RENT,11000,MEDICAL,9.88,0.2,2,591,Yes,0
LN03374,26,female,Master,55056,3,RENT,11000,PERSONAL,14.61,0.2,2,721,Yes,0
LN03375,22,female,High School,44011,0,OWN,5000,EDUCATION,14.61,0.11,2,536,No,0
LN03376,22,male,High School,55577,0,RENT,11000,DEBTCONSOLIDATION,10.99,0.2,2,585,Yes,0
LN03377,22,male,High School,56408,3,RENT,11000,EDUCATION,10.59,0.2,3,538,No,0
LN03378,24,male,High School,44502,3,MORTGAGE,4750,PERSONAL,11.83,0.11,3,578,Yes,0
LN03379,22,male,Master,55990,0,RENT,11000,PERSONAL,7.49,0.2,4,600,No,0
LN03380,24,female,Master,57275,0,RENT,11000,VENTURE,11.14,0.19,4,621,Yes,0
LN03381,25,male,High School,58708,0,RENT,11000,MEDICAL,7.51,0.19,4,614,Yes,0
LN03382,23,male,Associate,37076,0,MORTGAGE,9500,VENTURE,15.31,0.26,2,539,No,1
LN03383,22,male,Bachelor,58530,0,RENT,11000,EDUCATION,10.75,0.19,4,662,Yes,0
LN03384,25,female,Associate,59748,3,RENT,11000,EDUCATION,7.88,0.18,2,610,No,0
LN03385,24,female,High School,60073,1,RENT,11000,VENTURE,13.22,0.18,2,674,No,0
LN03386,22,male,Bachelor,60996,1,RENT,11000,MEDICAL,11.01,0.18,2,625,Yes,0
LN03387,22,male,Bachelor,61065,3,RENT,11000,EDUCATION,13.49,0.18,4,628,Yes,0
LN03388,23,female,Associate,44453,2,MORTGAGE,3000,DEBTCONSOLIDATION,13.22,0.07,4,682,No,0
LN03389,21,female,Master,60714,0,RENT,11000,EDUCATION,10,0.18,3,697,Yes,0
LN03390,25,male,Associate,61111,0,RENT,11000,EDUCATION,12.53,0.18,2,588,Yes,0
LN03391,26,female,Bachelor,53718,4,RENT,11000,DEBTCONSOLIDATION,15.31,0.2,2,602,No,1
LN03392,22,male,Bachelor,62311,0,RENT,11000,EDUCATION,13.11,0.18,2,576,Yes,0
LN03393,22,female,Associate,44427,0,MORTGAGE,6000,MEDICAL,12.53,0.14,2,642,No,0
LN03394,26,female,Bachelor,44415,3,MORTGAGE,6350,DEBTCONSOLIDATION,8.94,0.14,4,519,Yes,0
LN03395,26,female,Associate,55873,5,RENT,11000,MEDICAL,16.29,0.2,3,583,No,1
LN03396,21,female,High School,64408,3,RENT,11000,EDUCATION,10.37,0.17,4,617,Yes,0
LN03397,26,female,Associate,64527,5,RENT,11000,HOMEIMPROVEMENT,5.79,0.17,4,611,Yes,0
LN03398,23,female,Bachelor,36897,0,MORTGAGE,10000,MEDICAL,13.79,0.27,2,642,No,1
LN03399,23,male,High School,67070,2,RENT,11000,MEDICAL,11.01,0.16,2,681,Yes,0
LN03400,23,male,Bachelor,37302,0,MORTGAGE,1000,HOMEIMPROVEMENT,9.32,0.03,4,680,No,1
LN03401,23,female,Bachelor,68034,1,RENT,11000,DEBTCONSOLIDATION,7.49,0.16,4,657,Yes,0
LN03402,21,female,Associate,44067,0,MORTGAGE,8000,DEBTCONSOLIDATION,9.32,0.18,3,583,No,0
LN03403,26,male,Bachelor,70643,6,RENT,11000,PERSONAL,9.91,0.16,2,635,Yes,0
LN03404,22,male,Bachelor,71701,0,RENT,11000,EDUCATION,10.74,0.15,2,669,No,0
LN03405,24,female,Bachelor,44120,0,MORTGAGE,6400,HOMEIMPROVEMENT,9.38,0.15,4,586,No,0
LN03406,23,female,Associate,72969,3,RENT,11000,EDUCATION,14.22,0.15,4,675,No,0
LN03407,22,male,Associate,44304,0,MORTGAGE,10000,DEBTCONSOLIDATION,8.32,0.23,3,566,No,0
LN03408,24,male,High School,79064,3,RENT,11000,HOMEIMPROVEMENT,7.51,0.14,4,567,No,0
LN03409,26,female,High School,44135,6,MORTGAGE,18000,PERSONAL,10.39,0.41,2,667,Yes,0
LN03410,26,male,Bachelor,43939,3,MORTGAGE,6000,HOMEIMPROVEMENT,12.29,0.14,4,666,No,0
LN03411,24,male,Master,44369,2,MORTGAGE,8000,EDUCATION,9.83,0.18,3,717,Yes,0
LN03412,24,female,Associate,84859,3,RENT,11000,DEBTCONSOLIDATION,11.86,0.13,3,625,No,0
LN03413,26,female,Bachelor,84948,0,RENT,11000,HOMEIMPROVEMENT,6.62,0.13,4,595,Yes,0
LN03414,22,female,Associate,86445,0,RENT,11000,VENTURE,12.42,0.13,2,510,Yes,0
LN03415,25,female,Bachelor,96684,4,RENT,11000,HOMEIMPROVEMENT,12.53,0.11,4,640,No,0
LN03416,23,male,High School,98628,0,RENT,11000,PERSONAL,11.01,0.11,3,553,Yes,0
LN03417,24,female,Associate,102645,0,RENT,11000,MEDICAL,6.91,0.11,2,629,Yes,0
LN03418,21,male,Associate,105320,0,RENT,11000,MEDICAL,11.58,0.1,2,630,Yes,0
LN03419,24,male,Associate,108708,4,RENT,11000,EDUCATION,11.14,0.1,3,703,Yes,0
LN03420,26,male,Master,44420,4,MORTGAGE,9250,PERSONAL,10.08,0.21,3,559,Yes,0
LN03421,24,female,Bachelor,121087,0,RENT,11000,DEBTCONSOLIDATION,5.42,0.09,4,547,Yes,0
LN03422,25,female,High School,37301,0,MORTGAGE,10000,PERSONAL,9.76,0.27,3,594,No,1
LN03423,23,female,Master,140280,0,RENT,11000,VENTURE,8.94,0.08,2,645,Yes,0
LN03424,21,male,Bachelor,37588,0,MORTGAGE,7550,HOMEIMPROVEMENT,13.22,0.2,4,586,No,1
LN03425,25,female,High School,44422,0,MORTGAGE,9000,VENTURE,6.99,0.2,2,625,No,0
LN03426,25,male,Associate,37359,0,MORTGAGE,5000,MEDICAL,10,0.13,2,617,No,1
LN03427,25,female,Bachelor,144780,2,RENT,11000,DEBTCONSOLIDATION,12.18,0.08,4,679,No,0
LN03428,26,male,Associate,151308,4,RENT,11000,MEDICAL,12.98,0.07,4,659,No,0
LN03429,22,female,Associate,44493,2,MORTGAGE,5500,EDUCATION,11.12,0.12,3,562,No,0
LN03430,24,male,Bachelor,57689,0,RENT,10950,VENTURE,6.91,0.19,2,701,No,0
LN03431,22,female,High School,37224,0,MORTGAGE,9950,VENTURE,15.27,0.27,4,635,No,1
LN03432,22,male,Bachelor,72936,1,RENT,10900,PERSONAL,15.65,0.15,2,655,No,0
LN03433,22,female,Bachelor,43759,1,RENT,10875,HOMEIMPROVEMENT,12.84,0.25,4,616,No,1
LN03434,25,male,High School,44578,4,MORTGAGE,11000,VENTURE,12.29,0.25,3,575,Yes,0
LN03435,21,male,Bachelor,40551,0,RENT,10800,EDUCATION,12.23,0.27,3,691,No,1
LN03436,24,female,Associate,41973,3,RENT,10800,PERSONAL,14.42,0.26,4,638,No,1
LN03437,22,male,Master,45190,0,RENT,10800,VENTURE,8.88,0.24,4,663,No,0
LN03438,26,female,Bachelor,41852,3,RENT,10800,PERSONAL,11.12,0.26,3,528,No,1
LN03439,24,male,Bachelor,44764,2,MORTGAGE,2500,VENTURE,10.37,0.06,3,660,No,0
LN03440,24,male,Bachelor,49151,2,RENT,10800,DEBTCONSOLIDATION,6.92,0.22,4,532,Yes,0
LN03441,24,male,High School,53279,1,RENT,10800,VENTURE,5.42,0.2,2,631,Yes,0
LN03442,26,female,Bachelor,54950,7,RENT,10800,MEDICAL,6.17,0.2,3,702,No,0
LN03443,24,female,Associate,56279,0,RENT,10800,VENTURE,13.16,0.19,4,633,Yes,0
LN03444,23,male,High School,37773,3,MORTGAGE,3000,MEDICAL,14.96,0.08,2,640,No,1
LN03445,25,female,Bachelor,45004,2,MORTGAGE,3200,DEBTCONSOLIDATION,9.63,0.07,3,619,No,0
LN03446,24,male,Bachelor,44801,0,MORTGAGE,7000,EDUCATION,13.16,0.16,4,654,Yes,0
LN03447,26,male,Associate,51305,3,RENT,10800,PERSONAL,13.99,0.21,2,526,No,1
LN03448,26,male,Bachelor,37667,1,MORTGAGE,3000,MEDICAL,14.46,0.08,2,657,No,1
LN03449,26,female,Associate,44418,4,MORTGAGE,10000,DEBTCONSOLIDATION,10.65,0.23,3,633,No,0
LN03450,22,male,High School,44592,0,MORTGAGE,9950,DEBTCONSOLIDATION,7.29,0.22,3,615,No,0
LN03451,25,female,Associate,61014,1,RENT,10800,VENTURE,10.75,0.18,3,557,Yes,0
LN03452,26,male,Associate,44825,0,MORTGAGE,5000,MEDICAL,6.03,0.11,2,599,No,0
LN03453,21,male,Associate,44616,0,MORTGAGE,7125,DEBTCONSOLIDATION,9.91,0.16,2,630,Yes,0
LN03454,22,female,Bachelor,54387,0,RENT,10800,PERSONAL,18.79,0.2,3,630,No,1
LN03455,23,male,Master,66803,0,RENT,10800,MEDICAL,8.88,0.16,2,687,Yes,0
LN03456,25,male,High School,67267,0,RENT,10800,VENTURE,13.57,0.16,2,581,Yes,0
LN03457,25,female,Master,38052,0,MORTGAGE,5500,MEDICAL,8.49,0.14,4,688,No,1
LN03458,21,female,Master,45381,0,MORTGAGE,12400,EDUCATION,7.51,0.27,4,606,Yes,0
LN03459,21,female,Master,69315,0,RENT,10800,EDUCATION,13.22,0.16,3,677,No,0
LN03460,21,male,Master,69717,2,RENT,10800,HOMEIMPROVEMENT,16.77,0.15,4,550,No,1
LN03461,25,female,Bachelor,82575,6,RENT,10800,VENTURE,10.74,0.13,2,649,Yes,0
LN03462,24,female,Associate,45164,2,MORTGAGE,6000,EDUCATION,9.99,0.13,4,661,Yes,0
LN03463,23,male,Master,87428,0,RENT,10800,MEDICAL,7.88,0.12,2,678,Yes,0
LN03464,26,female,High School,84214,3,RENT,10800,HOMEIMPROVEMENT,7.51,0.13,4,566,No,1
LN03465,23,female,Associate,71112,1,RENT,10800,MEDICAL,16.29,0.15,3,662,No,1
LN03466,22,male,Master,45278,1,MORTGAGE,10000,VENTURE,12.22,0.22,4,642,Yes,0
LN03467,22,male,Associate,90767,0,RENT,10800,MEDICAL,9.62,0.12,3,669,Yes,0
LN03468,25,male,High School,75451,0,RENT,10800,MEDICAL,15.65,0.14,4,656,No,1
LN03469,23,female,Master,138612,1,RENT,10800,PERSONAL,14.65,0.08,4,548,Yes,0
LN03470,23,male,High School,45268,2,OWN,10000,MEDICAL,7.51,0.22,3,543,Yes,0
LN03471,22,female,High School,26286,0,RENT,10775,DEBTCONSOLIDATION,15.37,0.41,2,639,No,1
LN03472,23,male,High School,37167,2,RENT,10775,EDUCATION,10.65,0.29,4,638,No,1
LN03473,24,female,Associate,45578,2,MORTGAGE,7800,PERSONAL,11.01,0.17,3,652,Yes,0
LN03474,24,female,Associate,29760,5,RENT,10750,HOMEIMPROVEMENT,15.2,0.36,2,529,No,1
LN03475,22,female,High School,36985,0,RENT,10750,HOMEIMPROVEMENT,14.11,0.29,3,620,No,1
LN03476,21,female,High School,36971,0,RENT,10750,VENTURE,12.68,0.29,3,562,No,1
LN03477,23,female,High School,41463,1,RENT,10750,DEBTCONSOLIDATION,11.01,0.26,3,627,No,1
LN03478,26,female,Bachelor,43848,3,RENT,10750,VENTURE,16,0.25,4,615,Yes,0
LN03479,23,male,High School,45180,0,OWN,6000,EDUCATION,8.9,0.13,3,637,Yes,0
LN03480,25,female,Bachelor,47921,7,RENT,10750,HOMEIMPROVEMENT,14.59,0.22,4,661,No,1
LN03481,23,male,Associate,39676,0,RENT,10700,PERSONAL,6.03,0.27,3,665,No,1
LN03482,26,male,Bachelor,58526,1,RENT,10700,EDUCATION,9.63,0.18,4,660,No,0
LN03483,25,female,Bachelor,65822,2,RENT,10700,HOMEIMPROVEMENT,11.01,0.16,2,604,No,1
LN03484,23,female,Bachelor,45444,0,MORTGAGE,6400,PERSONAL,11.71,0.14,3,552,Yes,0
LN03485,26,male,High School,82620,2,RENT,10700,EDUCATION,12.42,0.13,4,666,Yes,0
LN03486,25,male,Bachelor,45094,0,OWN,10000,VENTURE,15.96,0.22,3,601,Yes,0
LN03487,22,male,Bachelor,45852,0,MORTGAGE,3600,MEDICAL,11.71,0.08,2,651,Yes,0
LN03488,26,male,Bachelor,21361,4,RENT,10625,PERSONAL,11.01,0.5,3,669,No,1
LN03489,22,male,High School,45361,0,MORTGAGE,2000,VENTURE,14.27,0.04,2,682,No,0
LN03490,25,male,Bachelor,29970,2,RENT,10625,MEDICAL,6.03,0.35,2,611,No,1
LN03491,26,male,Associate,45521,2,MORTGAGE,8400,EDUCATION,10.99,0.18,4,565,Yes,0
LN03492,25,male,High School,45214,1,MORTGAGE,7000,HOMEIMPROVEMENT,15.62,0.15,3,668,No,0
LN03493,23,male,Bachelor,30979,0,RENT,10625,EDUCATION,11.71,0.34,3,621,No,1
LN03494,22,male,Associate,45445,0,MORTGAGE,15000,MEDICAL,8.49,0.33,2,558,Yes,0
LN03495,26,male,Associate,36823,5,RENT,10625,VENTURE,11.71,0.29,3,691,No,1
LN03496,25,male,Bachelor,36939,3,RENT,10625,DEBTCONSOLIDATION,6.99,0.29,4,666,No,1
LN03497,23,male,Master,37104,0,RENT,10625,EDUCATION,6.92,0.29,2,643,No,1
LN03498,24,male,Associate,45381,2,MORTGAGE,6075,MEDICAL,5.99,0.13,3,664,Yes,0
LN03499,24,male,Associate,76088,4,RENT,10625,HOMEIMPROVEMENT,8.49,0.14,2,612,No,0
LN03500,22,female,Associate,38500,2,RENT,10600,MEDICAL,12.99,0.28,2,605,No,1
LN03501,24,male,Associate,40531,4,RENT,10600,EDUCATION,11.97,0.26,3,642,No,1
LN03502,24,female,Associate,51120,0,RENT,10600,PERSONAL,13.16,0.21,4,637,No,0
LN03503,25,female,High School,70112,2,RENT,10600,MEDICAL,14.91,0.15,4,641,No,1
LN03504,24,male,High School,45231,2,MORTGAGE,4000,MEDICAL,11.01,0.09,4,584,Yes,0
LN03505,22,female,Bachelor,91324,0,RENT,10600,EDUCATION,10.99,0.12,3,627,No,0
LN03506,24,male,Master,113496,0,RENT,10600,PERSONAL,12.18,0.09,4,640,Yes,0
LN03507,22,female,Bachelor,45478,0,MORTGAGE,2500,MEDICAL,10.37,0.05,4,633,No,0
LN03508,25,male,Master,36962,1,RENT,10500,VENTURE,16.29,0.28,2,681,No,1
LN03509,22,male,Bachelor,45252,3,MORTGAGE,15000,DEBTCONSOLIDATION,6.54,0.33,3,631,No,0
LN03510,25,female,Bachelor,37857,4,RENT,10500,MEDICAL,13.35,0.28,3,661,No,1
LN03511,22,female,Associate,36213,0,RENT,10500,EDUCATION,9.99,0.29,3,581,No,1
LN03512,25,male,High School,42790,2,RENT,10500,DEBTCONSOLIDATION,7.29,0.25,3,643,Yes,0
LN03513,22,female,Bachelor,45527,0,MORTGAGE,13000,DEBTCONSOLIDATION,7.88,0.29,4,676,No,0
LN03514,22,female,Bachelor,44376,0,RENT,10500,DEBTCONSOLIDATION,10.74,0.24,2,623,No,0
LN03515,24,female,Master,45734,2,RENT,10500,MEDICAL,11.01,0.23,2,665,No,0
LN03516,25,male,High School,48395,3,RENT,10500,PERSONAL,11.01,0.22,4,630,Yes,0
LN03517,21,female,Master,42295,0,RENT,10500,EDUCATION,8.49,0.25,3,649,No,1
LN03518,22,female,High School,51630,0,RENT,10500,EDUCATION,8.49,0.2,2,568,No,0
LN03519,24,female,Bachelor,54684,3,RENT,10500,VENTURE,10.36,0.19,2,636,Yes,0
LN03520,22,male,High School,55294,0,RENT,10500,PERSONAL,6.99,0.19,2,584,Yes,0
LN03521,24,female,Bachelor,45346,2,MORTGAGE,10000,VENTURE,10.99,0.22,4,672,No,0
LN03522,22,male,Master,59911,0,RENT,10500,HOMEIMPROVEMENT,9.38,0.18,2,684,No,1
LN03523,26,female,Bachelor,70666,5,RENT,10500,PERSONAL,11.48,0.15,2,693,Yes,0
LN03524,24,male,Bachelor,103007,2,RENT,10500,VENTURE,6.92,0.1,3,639,Yes,0
LN03525,23,female,Associate,53374,2,RENT,10450,MEDICAL,13.57,0.2,2,664,Yes,0
LN03526,26,female,Associate,45623,4,MORTGAGE,10400,VENTURE,8.94,0.23,3,636,Yes,0
LN03527,23,male,Associate,45239,0,MORTGAGE,10000,EDUCATION,7.74,0.22,3,685,Yes,0
LN03528,24,male,Master,45128,2,OTHER,5000,EDUCATION,11.58,0.11,3,673,Yes,0
LN03529,24,male,Associate,42917,3,RENT,10400,PERSONAL,11.01,0.24,2,592,Yes,0
LN03530,23,male,Associate,45602,4,RENT,10400,EDUCATION,7.66,0.23,4,592,Yes,0
LN03531,22,male,Associate,39712,0,RENT,10400,MEDICAL,14.84,0.26,2,681,No,1
LN03532,25,male,High School,48823,4,RENT,10400,EDUCATION,9.91,0.21,4,574,Yes,0
LN03533,22,female,Associate,45385,0,MORTGAGE,7500,EDUCATION,10.95,0.17,2,676,No,0
LN03534,21,female,Master,49891,0,RENT,10400,PERSONAL,9.32,0.21,3,524,Yes,0
LN03535,23,male,Master,50294,2,RENT,10400,PERSONAL,12.53,0.21,4,611,Yes,0
LN03536,24,female,Master,45514,1,MORTGAGE,25000,MEDICAL,10.08,0.55,2,568,Yes,0
LN03537,21,female,Associate,51804,1,RENT,10400,DEBTCONSOLIDATION,11.49,0.2,4,501,No,0
LN03538,23,male,Associate,52976,2,RENT,10400,PERSONAL,13.49,0.2,4,666,Yes,0
LN03539,24,female,High School,53699,3,RENT,10400,DEBTCONSOLIDATION,12.69,0.19,4,534,No,0
LN03540,23,male,Bachelor,62003,2,RENT,10400,DEBTCONSOLIDATION,11.01,0.17,2,701,No,0
LN03541,25,male,High School,69803,5,RENT,10400,PERSONAL,11.66,0.15,4,522,Yes,0
LN03542,22,male,High School,69625,0,RENT,10400,EDUCATION,13.49,0.15,3,650,Yes,0
LN03543,23,female,Associate,73283,2,RENT,10400,VENTURE,14.91,0.14,4,593,Yes,0
LN03544,25,male,Bachelor,71793,6,RENT,10400,MEDICAL,16.29,0.14,4,573,No,1
LN03545,22,male,Associate,100959,0,RENT,10400,VENTURE,12.21,0.1,3,669,No,0
LN03546,25,female,Associate,45649,3,MORTGAGE,10000,EDUCATION,9.91,0.22,3,575,No,0
LN03547,25,female,Associate,43596,4,RENT,10375,DEBTCONSOLIDATION,14.27,0.24,4,682,No,1
LN03548,23,female,High School,77920,2,RENT,10325,EDUCATION,12.92,0.13,2,642,No,1
LN03549,23,male,High School,36929,0,RENT,10300,PERSONAL,8.94,0.28,4,570,No,1
LN03550,21,male,Bachelor,55504,0,RENT,10300,EDUCATION,10.59,0.19,2,644,Yes,0
LN03551,26,female,High School,198890,6,RENT,10300,PERSONAL,9.91,0.05,3,551,Yes,0
LN03552,26,female,Associate,66957,7,RENT,10250,HOMEIMPROVEMENT,7.29,0.15,2,660,Yes,0
LN03553,25,female,Associate,73015,2,RENT,10250,HOMEIMPROVEMENT,6.62,0.14,4,528,Yes,0
LN03554,23,male,Associate,79915,0,RENT,10250,DEBTCONSOLIDATION,14.38,0.13,4,670,No,1
LN03555,24,female,Bachelor,45603,2,MORTGAGE,13000,PERSONAL,6.91,0.29,2,606,Yes,0
LN03556,26,female,Master,45664,4,MORTGAGE,6000,PERSONAL,10.36,0.13,2,621,No,0
LN03557,22,male,Bachelor,43107,1,RENT,10200,VENTURE,11.01,0.24,3,677,Yes,0
