loan_id,application_date,applicant_age,employment_status,annual_income,loan_amount,loan_tenure,credit_score,existing_emi,loan_purpose,branch,loan_status,default_flag
LN00283,10-03-2024,56,Self-Employed,513730,716761,60,765,0,Education,Ahmedabad,Approved,0
LN00284,02-02-2024,58,Self-Employed,404706,335178,24,791,0,Vehicle,Hyderabad,Closed,0
LN00285,30-05-2026,60,Self-Employed,1116171,931415,48,676,2,Vehicle,Bangalore,Closed,0
LN00286,04-12-2024,40,Salaried,725213,668963,24,635,0,Home Renovation,Kolkata,Rejected,0
LN00287,13-03-2024,55,Self-Employed,1483580,1941162,24,537,1,Vehicle,Kolkata,Closed,0
LN00288,10-06-2025,45,Salaried,372580,439979,24,691,2,Vehicle,Chennai,Closed,0
LN00289,31-08-2024,55,Self-Employed,581722,463192,36,535,0,Home Renovation,Bangalore,Rejected,0
LN00290,12-10-2024,45,Self-Employed,267877,292138,24,759,1,Education,Kolkata,Closed,0
LN00291,16-11-2025,49,Self-Employed,531862,502534,36,575,1,Home Renovation,Bangalore,Rejected,0
LN00292,12-05-2025,38,Self-Employed,1141796,960939,48,598,2,Business,Delhi,Approved,0
LN00293,07-08-2024,66,Self-Employed,510643,261218,36,622,1,Home Renovation,Pune,Defaulted,1
LN00294,06-07-2025,38,Salaried,652271,528554,36,803,1,Business,Pune,Approved,0
LN00295,15-05-2024,22,Salaried,448773,255980,48,712,0,Home Renovation,Pune,Approved,0
LN00296,10-01-2026,55,Retired,425595,555965,48,524,3,Business,Delhi,Rejected,0
LN00297,07-08-2025,36,Salaried,390908,261496,36,625,0,Business,Chennai,Approved,0
LN00298,13-08-2025,61,Salaried,366441,493775,24,797,4,Home Renovation,Pune,Approved,0
LN00299,29-04-2025,56,Salaried,309382,274224,60,619,2,Vehicle,Delhi,Approved,0
LN00300,05-09-2024,53,Salaried,746809,742850,36,757,3,Medical,Bangalore,Approved,0
LN00301,14-03-2026,24,Unemployed,328966,295159,24,412,1,Vehicle,Pune,Rejected,0
LN00302,29-04-2025,53,Self-Employed,640267,283202,24,840,0,Business,Hyderabad,Approved,0
LN00303,06-04-2026,34,Unemployed,318129,226954,48,543,3,Home Renovation,Chennai,Rejected,0
LN00304,20-02-2025,41,Self-Employed,861717,352494,12,605,0,Home Renovation,Hyderabad,Approved,0
LN00305,13-07-2024,40,Self-Employed,320459,315732,60,839,0,Home Renovation,Ahmedabad,Approved,0
LN00306,06-04-2024,28,Salaried,717992,568334,24,551,0,Home Renovation,Bangalore,Approved,0
LN00307,09-04-2024,27,Self-Employed,486237,561984,48,570,4,Medical,Chennai,Closed,0
LN00308,05-11-2025,23,Salaried,330296,179191,24,598,2,Education,Hyderabad,Defaulted,1
LN00309,17-03-2025,37,Retired,468306,225265,36,705,1,Business,Chennai,Closed,0
LN00310,28-12-2024,53,Retired,637001,475817,60,693,2,Medical,Bangalore,Closed,0
LN00311,09-03-2025,32,Salaried,804585,1061443,36,625,1,Vehicle,Ahmedabad,Approved,0
LN00312,24-02-2025,42,Unemployed,122299,132261,36,462,2,Education,Kolkata,Rejected,0
LN00313,23-04-2025,42,Retired,527785,401547,12,595,1,Education,Pune,Approved,0
LN00314,16-01-2026,66,Self-Employed,619871,538667,12,835,3,Home Renovation,Ahmedabad,Closed,0
LN00315,25-02-2024,50,Salaried,678192,266281,24,840,0,Medical,Chennai,Approved,0
LN00316,20-11-2025,58,Self-Employed,842223,1164822,36,600,0,Vehicle,Pune,Closed,0
LN00317,31-10-2025,58,Self-Employed,1327873,1371756,24,647,1,Home Renovation,Ahmedabad,Approved,0
LN00318,23-10-2025,65,Salaried,355683,218369,24,702,1,Home Renovation,Pune,Approved,0
LN00319,10-04-2024,28,Salaried,305742,288739,36,762,2,Business,Kolkata,Defaulted,1
LN00320,03-03-2024,47,Self-Employed,367827,154645,36,704,1,Education,Bangalore,Closed,0
LN00321,16-02-2025,47,Salaried,458167,624216,48,739,0,Vehicle,Chennai,Closed,0
LN00322,15-01-2026,54,Self-Employed,392042,192987,24,590,1,Education,Chennai,Closed,0
LN00323,13-12-2024,41,Unemployed,247249,250422,12,600,1,Medical,Kolkata,Defaulted,1
LN00324,30-03-2026,50,Retired,516909,294638,60,673,0,Business,Delhi,Closed,0
LN00325,01-06-2026,53,Salaried,521990,568612,24,764,1,Home Renovation,Kolkata,Rejected,0
LN00326,21-04-2024,48,Retired,672739,776679,60,659,0,Business,Kolkata,Approved,0
LN00327,11-09-2024,67,Salaried,645252,671553,60,590,1,Home Renovation,Kolkata,Closed,0
LN00328,15-07-2024,53,Salaried,542092,529054,48,565,0,Business,Bangalore,Closed,0
LN00329,13-07-2024,25,Self-Employed,1692923,2169846,24,566,4,Home Renovation,Ahmedabad,Approved,0
LN00330,03-07-2025,39,Salaried,475347,183716,48,598,2,Education,Mumbai,Defaulted,1
LN00331,04-04-2025,24,Salaried,212610,141174,48,668,0,Education,Kolkata,Defaulted,1
LN00332,23-05-2024,55,Self-Employed,1013771,581008,36,649,2,Education,Chennai,Closed,0
LN00333,08-03-2025,37,Salaried,235352,326389,24,646,3,Education,Hyderabad,Approved,0
LN00334,06-07-2024,64,Salaried,283774,206680,24,638,1,Business,Delhi,Closed,0
LN00335,12-10-2024,48,Self-Employed,578916,640208,24,781,3,Home Renovation,Kolkata,Closed,0
LN00336,18-04-2025,50,Self-Employed,706136,743700,36,763,0,Education,Kolkata,Closed,0
LN00337,12-09-2024,49,Self-Employed,378978,202104,36,622,3,Business,Delhi,Approved,0
LN00338,18-03-2024,66,Salaried,431579,242934,24,556,1,Home Renovation,Kolkata,Closed,0
LN00339,29-03-2025,26,Salaried,674564,411088,36,661,0,Business,Chennai,Approved,0
LN00340,07-04-2026,55,Salaried,717465,539705,24,556,1,Education,Mumbai,Rejected,0
LN00341,01-06-2026,61,Salaried,858683,478936,36,527,5,Medical,Kolkata,Rejected,0
LN00342,26-05-2026,57,Self-Employed,1886398,606696,60,750,2,Business,Delhi,Approved,0
LN00343,17-07-2025,44,Salaried,703941,892127,24,815,1,Education,Kolkata,Closed,0
LN00344,10-04-2024,49,Salaried,443506,604130,24,626,0,Vehicle,Bangalore,Approved,0
LN00345,21-02-2024,66,Self-Employed,1058774,715442,24,537,1,Home Renovation,Chennai,Approved,0
LN00346,29-10-2025,51,Self-Employed,853152,573623,36,832,0,Education,Chennai,Approved,0
LN00347,07-07-2025,55,Self-Employed,871962,268390,48,602,0,Vehicle,Mumbai,Approved,0
LN00348,06-05-2026,53,Salaried,529531,555094,60,807,1,Business,Ahmedabad,Approved,0
LN00349,16-01-2024,41,Salaried,324349,391808,24,713,3,Business,Bangalore,Defaulted,1
LN00350,05-04-2024,52,Salaried,307846,141999,60,734,2,Vehicle,Bangalore,Closed,0
LN00351,10-02-2026,43,Salaried,468034,222612,12,800,0,Vehicle,Mumbai,Closed,0
LN00352,19-05-2026,53,Self-Employed,716333,837458,36,739,1,Home Renovation,Pune,Rejected,0
LN00353,30-08-2024,23,Retired,667216,652483,12,808,4,Business,Pune,Approved,0
LN00354,19-06-2024,38,Self-Employed,454206,158675,60,713,2,Vehicle,Ahmedabad,Approved,0
LN00355,20-02-2025,45,Self-Employed,1075038,1058699,36,677,2,Medical,Hyderabad,Approved,0
LN00356,12-05-2025,62,Salaried,966708,618508,36,623,4,Medical,Ahmedabad,Rejected,0
LN00357,07-05-2025,51,Self-Employed,540342,381264,48,553,2,Vehicle,Pune,Closed,0
LN00358,06-08-2024,23,Salaried,606104,695022,24,621,0,Home Renovation,Ahmedabad,Approved,0
LN00359,14-02-2025,60,Self-Employed,775407,924307,12,646,0,Business,Kolkata,Approved,0
LN00360,01-03-2024,66,Self-Employed,812351,601458,60,733,4,Medical,Bangalore,Approved,0
LN00361,17-06-2024,44,Salaried,583423,782876,24,844,1,Vehicle,Ahmedabad,Approved,0
LN00362,23-01-2025,52,Salaried,1000215,747269,24,815,0,Vehicle,Hyderabad,Closed,0
LN00363,03-01-2024,67,Unemployed,211724,243275,36,578,1,Education,Hyderabad,Rejected,0
LN00364,03-02-2025,42,Salaried,207209,172452,36,599,2,Vehicle,Chennai,Defaulted,1
LN00365,28-09-2024,43,Salaried,331978,427350,12,660,5,Home Renovation,Kolkata,Approved,0
LN00366,13-03-2026,22,Salaried,405906,527084,24,550,0,Medical,Chennai,Rejected,0
LN00367,14-03-2026,47,Self-Employed,1863986,738433,12,582,1,Education,Delhi,Defaulted,1
LN00368,10-04-2025,62,Self-Employed,896366,1192294,36,567,3,Medical,Pune,Defaulted,1
LN00369,19-10-2024,22,Self-Employed,316628,382514,60,606,1,Medical,Chennai,Approved,0
LN00370,09-03-2025,46,Salaried,608478,712188,60,823,0,Home Renovation,Bangalore,Approved,0
LN00371,14-12-2025,37,Self-Employed,281808,146822,36,580,4,Vehicle,Bangalore,Closed,0
LN00372,18-01-2026,60,Salaried,795885,943626,24,793,1,Home Renovation,Kolkata,Approved,0
LN00373,13-03-2026,53,Retired,324960,401373,60,803,1,Vehicle,Hyderabad,Closed,0
LN00374,23-07-2025,29,Self-Employed,509345,314808,36,599,2,Education,Bangalore,Defaulted,1
LN00375,08-11-2025,63,Salaried,392473,528851,24,699,0,Home Renovation,Pune,Approved,0
LN00376,05-01-2026,59,Salaried,590693,209605,60,791,4,Home Renovation,Chennai,Approved,0
LN00377,13-05-2025,49,Salaried,507026,235716,48,596,1,Business,Pune,Approved,0
LN00378,07-06-2024,62,Salaried,368046,328053,48,740,1,Home Renovation,Ahmedabad,Closed,0
LN00379,13-07-2024,46,Salaried,555295,518296,48,801,0,Business,Chennai,Rejected,0
LN00380,30-10-2024,55,Self-Employed,562479,567915,24,547,1,Vehicle,Kolkata,Closed,0
LN00381,10-08-2024,45,Self-Employed,968385,308591,24,596,3,Vehicle,Ahmedabad,Approved,0
LN00382,29-02-2024,44,Salaried,439052,595531,36,683,2,Vehicle,Pune,Closed,0
LN00383,16-08-2025,33,Salaried,273650,95516,24,528,4,Business,Chennai,Rejected,0
LN00384,23-01-2026,27,Salaried,551360,252174,36,694,1,Vehicle,Pune,Approved,0
LN00385,09-07-2025,56,Retired,561367,177064,48,826,2,Medical,Mumbai,Closed,0
LN00386,03-03-2024,65,Salaried,608043,561554,48,595,1,Home Renovation,Kolkata,Defaulted,1
LN00387,04-02-2026,40,Self-Employed,850786,1127711,36,764,3,Business,Kolkata,Closed,0
LN00388,17-11-2024,21,Retired,634794,655451,48,641,2,Vehicle,Bangalore,Closed,0
LN00389,28-02-2024,28,Self-Employed,445528,536827,48,704,1,Medical,Kolkata,Approved,0
LN00390,21-02-2024,66,Retired,349319,109899,36,551,0,Home Renovation,Delhi,Closed,0
LN00391,21-08-2025,36,Salaried,732075,656097,24,769,0,Home Renovation,Bangalore,Approved,0
LN00392,03-05-2025,34,Unemployed,346674,279252,24,456,1,Vehicle,Bangalore,Rejected,0
LN00393,29-05-2025,32,Salaried,458674,389352,24,829,4,Medical,Ahmedabad,Approved,0
LN00394,23-05-2026,43,Salaried,347498,131852,24,663,0,Business,Ahmedabad,Approved,0
LN00395,27-06-2025,35,Self-Employed,938669,988304,24,837,0,Vehicle,Pune,Approved,0
LN00396,10-06-2024,48,Unemployed,238441,203519,24,483,0,Home Renovation,Mumbai,Rejected,0
LN00397,28-02-2024,54,Retired,392867,448522,36,575,2,Home Renovation,Bangalore,Closed,0
LN00398,04-06-2025,22,Salaried,522843,435956,60,798,1,Home Renovation,Ahmedabad,Closed,0
LN00399,23-03-2024,52,Salaried,689770,320273,24,792,0,Vehicle,Hyderabad,Approved,0
LN00400,21-05-2026,43,Unemployed,250497,253774,48,607,1,Education,Chennai,Closed,0
LN00401,09-07-2024,42,Salaried,279692,136944,36,685,2,Education,Chennai,Closed,0
LN00402,11-03-2024,45,Self-Employed,681765,858774,12,677,1,Education,Kolkata,Approved,0
LN00403,01-09-2025,42,Retired,385693,375830,60,768,2,Medical,Pune,Defaulted,1
LN00404,10-03-2024,42,Self-Employed,843892,399097,36,705,0,Vehicle,Mumbai,Approved,0
LN00405,22-11-2025,62,Salaried,401120,544950,24,597,1,Home Renovation,Chennai,Closed,0
LN00406,01-06-2026,26,Self-Employed,892993,777084,48,541,0,Medical,Hyderabad,Approved,0
LN00407,28-08-2024,35,Salaried,505935,192350,24,627,0,Education,Mumbai,Closed,0
LN00408,17-02-2025,63,Retired,303822,300636,36,792,1,Business,Delhi,Closed,0
LN00409,02-05-2024,57,Self-Employed,272245,157498,12,771,0,Medical,Chennai,Rejected,0
LN00410,06-08-2025,53,Retired,274042,324482,48,534,2,Medical,Bangalore,Defaulted,1
LN00411,09-09-2024,28,Salaried,506007,607008,36,823,0,Vehicle,Hyderabad,Approved,0
LN00412,15-08-2025,64,Unemployed,272690,375451,36,559,0,Medical,Pune,Rejected,0
LN00413,31-08-2025,64,Salaried,450940,384226,24,724,3,Vehicle,Pune,Approved,0
LN00414,10-02-2024,25,Salaried,674397,539822,36,632,1,Business,Hyderabad,Closed,0
LN00415,26-09-2025,59,Salaried,194371,219410,48,687,2,Home Renovation,Chennai,Approved,0
LN00416,24-03-2024,24,Self-Employed,1248546,556499,36,772,3,Home Renovation,Ahmedabad,Closed,0
LN00417,05-03-2025,26,Self-Employed,548564,494589,36,705,1,Education,Ahmedabad,Closed,0
LN00418,04-11-2025,65,Retired,661495,595922,36,746,2,Education,Kolkata,Approved,0
LN00419,20-08-2025,52,Salaried,367114,146265,60,535,1,Business,Delhi,Approved,0
LN00420,01-08-2025,50,Salaried,211933,161022,36,675,0,Home Renovation,Bangalore,Approved,0
LN00421,19-06-2025,67,Self-Employed,1587747,1966604,48,630,0,Education,Delhi,Closed,0
LN00422,19-11-2024,55,Salaried,416427,517106,48,520,1,Medical,Delhi,Rejected,0
LN00423,24-09-2024,60,Self-Employed,2381662,974484,36,560,0,Vehicle,Chennai,Defaulted,1
LN00424,28-07-2024,36,Unemployed,190260,76064,24,447,0,Education,Bangalore,Rejected,0
LN00425,16-11-2025,33,Unemployed,260863,153639,36,558,0,Business,Chennai,Rejected,0
LN00426,03-01-2026,62,Unemployed,250206,315820,48,563,0,Home Renovation,Chennai,Rejected,0
LN00427,17-11-2024,50,Self-Employed,1934533,854662,24,627,0,Business,Kolkata,Approved,0
LN00428,01-09-2024,39,Salaried,284654,310841,36,680,0,Vehicle,Hyderabad,Rejected,0
LN00429,28-09-2024,37,Salaried,409193,168293,48,680,0,Vehicle,Pune,Closed,0
LN00430,09-02-2025,39,Self-Employed,785911,774477,24,647,0,Business,Kolkata,Defaulted,1
LN00431,14-05-2024,48,Retired,443725,306913,36,729,1,Education,Pune,Approved,0
LN00432,18-11-2025,46,Salaried,420926,491559,24,670,0,Education,Kolkata,Closed,0
LN00433,22-10-2025,57,Salaried,401427,223618,24,774,3,Home Renovation,Chennai,Approved,0
LN00434,03-11-2024,46,Salaried,383781,384979,48,737,3,Home Renovation,Kolkata,Closed,0
LN00435,13-04-2025,43,Self-Employed,1826918,1021705,12,549,1,Medical,Pune,Rejected,0
LN00436,19-11-2024,29,Retired,361362,392087,24,564,2,Medical,Kolkata,Rejected,0
LN00437,08-02-2026,32,Self-Employed,721119,909364,60,599,1,Home Renovation,Mumbai,Rejected,0
LN00438,15-03-2024,21,Salaried,492086,216262,24,558,0,Medical,Bangalore,Approved,0
LN00439,10-01-2024,21,Unemployed,266298,333739,60,639,3,Business,Hyderabad,Defaulted,1
LN00440,14-04-2025,67,Self-Employed,277341,264287,60,564,0,Education,Pune,Defaulted,1
LN00441,28-09-2025,54,Salaried,329516,144928,24,597,4,Medical,Bangalore,Approved,0
LN00442,30-07-2025,52,Salaried,296068,228060,12,807,1,Medical,Hyderabad,Rejected,0
LN00443,12-04-2024,45,Salaried,177147,84489,48,799,0,Business,Ahmedabad,Approved,0
LN00444,16-03-2024,60,Salaried,362784,388317,36,635,1,Vehicle,Mumbai,Closed,0
LN00445,04-07-2025,65,Unemployed,341004,386955,24,412,1,Home Renovation,Chennai,Rejected,0
LN00446,06-08-2024,21,Self-Employed,328360,136721,48,831,0,Business,Ahmedabad,Rejected,0
LN00447,02-06-2025,36,Retired,587353,503216,12,572,1,Vehicle,Pune,Approved,0
LN00448,28-09-2024,59,Salaried,1051924,1258193,60,587,2,Business,Ahmedabad,Closed,0
LN00449,15-05-2024,25,Salaried,442970,589052,24,701,1,Education,Hyderabad,Approved,0
LN00450,23-12-2024,42,Self-Employed,628501,543571,24,553,0,Business,Hyderabad,Approved,0
LN00451,11-03-2024,49,Salaried,392421,527926,24,803,0,Business,Hyderabad,Closed,0
LN00452,07-09-2024,23,Self-Employed,1386120,1232618,60,825,3,Education,Mumbai,Approved,0
LN00453,13-01-2025,32,Unemployed,331249,243007,36,529,1,Home Renovation,Ahmedabad,Rejected,0
LN00454,18-10-2024,46,Self-Employed,560044,690547,48,768,1,Vehicle,Bangalore,Defaulted,1
LN00455,10-06-2024,36,Self-Employed,767362,646334,24,630,4,Medical,Mumbai,Rejected,0
LN00456,24-03-2025,57,Salaried,523527,428817,24,613,0,Home Renovation,Hyderabad,Defaulted,1
LN00457,03-05-2026,42,Salaried,859980,721818,24,698,1,Business,Kolkata,Approved,0
LN00458,10-07-2025,49,Salaried,440445,542391,36,566,3,Medical,Hyderabad,Approved,0
LN00459,21-12-2025,34,Self-Employed,1252357,1521783,36,801,2,Education,Kolkata,Approved,0
LN00460,05-11-2024,48,Salaried,679767,505659,36,611,0,Home Renovation,Chennai,Approved,0
LN00461,18-09-2025,25,Salaried,444174,296099,24,731,0,Vehicle,Mumbai,Rejected,0
LN00462,06-04-2026,67,Self-Employed,946070,795759,60,594,2,Home Renovation,Kolkata,Approved,0
LN00463,31-10-2025,50,Salaried,395153,367511,24,721,0,Home Renovation,Mumbai,Closed,0
LN00464,25-06-2025,66,Salaried,1407875,791466,60,816,4,Medical,Delhi,Approved,0
LN00465,09-01-2024,25,Salaried,147421,172976,12,827,0,Education,Bangalore,Closed,0
LN00466,14-11-2025,32,Unemployed,337524,281876,36,610,0,Education,Delhi,Approved,0
LN00467,16-04-2026,36,Self-Employed,609761,406985,24,653,0,Home Renovation,Kolkata,Approved,0
LN00468,21-07-2025,46,Self-Employed,737960,308100,36,849,2,Education,Delhi,Closed,0
LN00469,02-11-2024,46,Salaried,523820,294769,36,585,3,Medical,Ahmedabad,Approved,0
LN00470,10-11-2025,41,Unemployed,338937,455602,36,423,2,Medical,Pune,Rejected,0
LN00471,16-04-2024,59,Self-Employed,1138121,723400,36,547,4,Vehicle,Bangalore,Closed,0
LN00472,17-05-2024,56,Salaried,468594,227617,48,636,0,Education,Kolkata,Approved,0
LN00473,27-09-2024,53,Retired,676792,545995,36,836,0,Vehicle,Chennai,Rejected,0
LN00474,28-04-2024,50,Salaried,590558,376655,48,844,3,Business,Ahmedabad,Approved,0
LN00475,19-04-2024,57,Self-Employed,846094,286551,24,633,3,Medical,Chennai,Rejected,0
LN00476,30-01-2026,43,Self-Employed,539800,353817,36,594,3,Home Renovation,Bangalore,Closed,0
LN00477,20-07-2025,30,Salaried,439163,394596,36,721,2,Medical,Bangalore,Closed,0
LN00478,08-06-2024,25,Unemployed,173136,157014,24,570,1,Business,Kolkata,Rejected,0
LN00479,05-10-2024,56,Self-Employed,1339237,927039,36,578,0,Home Renovation,Mumbai,Approved,0
LN00480,15-10-2024,54,Self-Employed,1384249,1096370,24,534,4,Education,Pune,Closed,0
LN00481,11-09-2025,51,Salaried,394961,537964,24,750,0,Education,Kolkata,Approved,0
LN00482,03-08-2024,30,Salaried,505369,361380,24,624,1,Medical,Ahmedabad,Approved,0
LN00483,04-01-2026,39,Salaried,420260,245452,24,684,2,Home Renovation,Mumbai,Closed,0
LN00484,17-12-2024,52,Self-Employed,1336146,758682,36,718,0,Home Renovation,Mumbai,Closed,0
LN00485,27-07-2024,21,Salaried,797696,640981,36,554,3,Vehicle,Mumbai,Approved,0
LN00486,04-12-2025,25,Self-Employed,842328,956439,60,681,0,Business,Kolkata,Approved,0
LN00487,11-10-2025,65,Self-Employed,350274,184449,48,764,2,Education,Hyderabad,Approved,0
LN00488,23-05-2026,24,Salaried,354420,382853,12,806,2,Medical,Hyderabad,Approved,0
LN00489,27-09-2024,36,Self-Employed,374850,121175,60,538,1,Home Renovation,Chennai,Approved,0
LN00490,01-06-2025,44,Salaried,177785,135263,60,799,1,Education,Hyderabad,Approved,0
LN00491,15-05-2025,36,Unemployed,125739,145033,36,483,0,Medical,Hyderabad,Approved,0
LN00492,14-09-2024,22,Self-Employed,1320769,888357,36,701,1,Education,Mumbai,Closed,0
LN00493,16-05-2026,48,Salaried,531820,489333,60,666,1,Medical,Mumbai,Approved,0
LN00494,22-02-2024,52,Salaried,304129,159812,36,695,1,Education,Bangalore,Approved,0
LN00495,04-04-2024,47,Salaried,914136,1020353,60,682,0,Vehicle,Mumbai,Closed,0
LN00496,11-10-2025,40,Self-Employed,568867,203373,12,694,0,Business,Kolkata,Approved,0
LN00497,09-03-2025,44,Self-Employed,1108552,1372162,24,566,0,Education,Bangalore,Rejected,0
LN00498,29-04-2026,32,Self-Employed,1215531,629664,36,775,2,Business,Pune,Closed,0
LN00499,10-10-2024,55,Salaried,796094,1004541,36,693,0,Education,Bangalore,Closed,0
LN00500,15-02-2024,53,Salaried,378933,260623,48,622,3,Home Renovation,Ahmedabad,Approved,0
LN00501,04-01-2024,53,Salaried,376758,412531,60,640,2,Vehicle,Hyderabad,Rejected,0
LN00502,07-12-2024,63,Self-Employed,583187,379740,24,664,2,Vehicle,Ahmedabad,Rejected,0
LN00503,28-02-2026,57,Retired,288346,373841,12,561,3,Business,Mumbai,Closed,0
LN00504,13-05-2024,32,Salaried,609895,267927,48,548,0,Home Renovation,Hyderabad,Closed,0
LN00505,14-10-2025,23,Salaried,416185,206582,36,792,3,Medical,Mumbai,Approved,0
LN00506,25-09-2024,21,Self-Employed,611292,514911,24,533,1,Vehicle,Hyderabad,Approved,0
LN00507,14-06-2024,53,Retired,616645,240573,36,825,3,Home Renovation,Pune,Closed,0
LN00508,29-01-2026,60,Self-Employed,991336,511111,48,832,3,Home Renovation,Hyderabad,Closed,0
LN00509,28-03-2025,30,Retired,572554,766159,48,708,0,Business,Hyderabad,Closed,0
LN00510,18-07-2025,63,Salaried,507659,697593,36,814,1,Home Renovation,Kolkata,Closed,0
LN00511,23-12-2025,64,Salaried,386934,276226,24,702,1,Home Renovation,Pune,Approved,0
LN00512,13-03-2025,49,Retired,562849,740492,60,555,2,Medical,Ahmedabad,Approved,0
LN00513,28-07-2025,33,Self-Employed,837885,753515,36,556,0,Business,Chennai,Closed,0
LN00514,10-01-2024,32,Salaried,661555,394760,36,533,0,Business,Pune,Approved,0
LN00515,24-04-2024,51,Self-Employed,360596,386789,24,642,1,Home Renovation,Hyderabad,Closed,0
LN00516,18-03-2024,66,Retired,612793,627985,48,602,1,Medical,Delhi,Approved,0
LN00517,08-12-2025,22,Self-Employed,422250,586098,24,678,4,Education,Delhi,Closed,0
LN00518,01-06-2024,55,Self-Employed,254699,150667,24,848,2,Vehicle,Delhi,Closed,0
LN00519,12-07-2025,43,Salaried,958114,995734,36,621,1,Business,Kolkata,Closed,0
LN00520,06-02-2024,37,Self-Employed,675176,241190,24,602,0,Medical,Bangalore,Approved,0
LN00521,04-05-2026,46,Self-Employed,842097,357900,36,563,0,Medical,Ahmedabad,Closed,0
LN00522,13-01-2025,28,Retired,648138,197235,24,587,1,Home Renovation,Hyderabad,Defaulted,1
LN00523,19-08-2025,49,Retired,634922,888514,36,567,3,Vehicle,Pune,Closed,0
LN00524,19-07-2025,46,Retired,629162,743984,24,576,1,Business,Delhi,Approved,0
LN00525,31-05-2024,30,Salaried,988477,1151966,12,594,1,Education,Kolkata,Approved,0
LN00526,16-03-2025,46,Self-Employed,827417,712156,24,541,3,Home Renovation,Bangalore,Approved,0
LN00527,10-05-2024,54,Self-Employed,674532,425004,60,651,3,Business,Ahmedabad,Approved,0
LN00528,12-02-2024,61,Self-Employed,359370,167606,60,821,0,Business,Delhi,Closed,0
LN00529,11-11-2024,27,Self-Employed,348340,213581,24,786,0,Medical,Mumbai,Closed,0
LN00530,08-01-2025,24,Retired,689358,491904,48,806,0,Vehicle,Chennai,Approved,0
LN00531,26-03-2026,65,Self-Employed,556877,630351,36,639,2,Education,Hyderabad,Approved,0
LN00532,31-05-2026,31,Self-Employed,447219,399647,60,765,4,Vehicle,Chennai,Approved,0
LN00533,10-02-2024,49,Salaried,354875,136709,24,575,0,Medical,Chennai,Defaulted,1
LN00534,01-01-2025,56,Salaried,465189,148782,36,557,0,Education,Mumbai,Closed,0
LN00535,03-08-2024,45,Self-Employed,403062,166289,12,764,3,Education,Mumbai,Closed,0
LN00536,29-11-2025,41,Self-Employed,1048730,788171,24,540,2,Home Renovation,Mumbai,Closed,0
LN00537,12-09-2024,56,Salaried,414097,549304,60,629,5,Education,Bangalore,Closed,0
LN00538,13-11-2025,30,Salaried,132171,132322,36,613,1,Business,Delhi,Approved,0
LN00539,15-04-2024,57,Self-Employed,537050,634797,24,655,1,Vehicle,Pune,Approved,0
LN00540,28-12-2024,29,Salaried,306402,249108,24,750,0,Vehicle,Hyderabad,Closed,0
LN00541,09-03-2026,44,Salaried,234667,163758,48,527,0,Home Renovation,Mumbai,Rejected,0
LN00542,27-07-2025,55,Salaried,280171,117459,36,847,1,Education,Kolkata,Approved,0
LN00543,20-02-2025,55,Salaried,513617,648968,24,809,1,Medical,Ahmedabad,Approved,0
LN00544,27-09-2025,56,Salaried,889031,1032588,60,770,0,Business,Hyderabad,Approved,0
LN00545,06-02-2026,38,Salaried,562942,272987,12,606,3,Home Renovation,Ahmedabad,Closed,0
LN00546,07-06-2024,59,Salaried,372157,321352,24,723,0,Education,Pune,Closed,0
LN00547,30-08-2024,52,Retired,591651,494686,60,738,2,Medical,Hyderabad,Closed,0
LN00548,15-06-2024,44,Self-Employed,848094,837578,24,760,0,Education,Hyderabad,Approved,0
LN00549,30-03-2026,43,Self-Employed,416733,558757,24,839,3,Home Renovation,Mumbai,Approved,0
LN00550,10-04-2026,52,Salaried,867590,813581,36,777,0,Medical,Mumbai,Approved,0
LN00551,30-06-2024,57,Salaried,313223,280096,48,628,2,Medical,Delhi,Closed,0
LN00552,26-02-2025,32,Self-Employed,577147,205092,24,775,0,Medical,Pune,Approved,0
LN00553,26-01-2024,33,Salaried,581774,214789,60,801,1,Medical,Mumbai,Closed,0
LN00554,02-07-2024,43,Self-Employed,533201,269843,48,739,2,Education,Mumbai,Approved,0
LN00555,24-01-2026,45,Self-Employed,248500,83425,24,602,0,Medical,Hyderabad,Closed,0
LN00556,06-12-2024,55,Self-Employed,1099179,1228539,48,626,0,Education,Delhi,Defaulted,1
LN00557,12-03-2026,61,Salaried,369328,404659,24,588,3,Medical,Chennai,Defaulted,1
LN00558,25-02-2025,50,Salaried,683652,307412,36,616,3,Medical,Mumbai,Defaulted,1
LN00559,01-04-2026,37,Self-Employed,329298,401640,48,731,0,Home Renovation,Kolkata,Closed,0
LN00560,16-11-2025,40,Salaried,298926,140574,60,805,0,Education,Mumbai,Closed,0
LN00561,22-01-2026,45,Self-Employed,1060592,669544,24,756,0,Education,Chennai,Approved,0
LN00562,10-04-2026,42,Self-Employed,795940,456769,36,527,0,Vehicle,Hyderabad,Rejected,0
LN00563,11-09-2024,33,Unemployed,322782,229026,36,437,5,Home Renovation,Pune,Rejected,0
LN00564,30-09-2024,39,Salaried,616881,357871,24,708,1,Education,Delhi,Closed,0
LN00565,12-06-2024,56,Retired,291347,244103,24,600,1,Home Renovation,Hyderabad,Defaulted,1
LN00566,17-03-2026,32,Self-Employed,1127088,843229,12,627,5,Home Renovation,Pune,Approved,0
LN00567,19-12-2025,61,Salaried,603512,836000,36,840,1,Home Renovation,Bangalore,Closed,0
