loan_id,applicant_age,employment_status,annual_income,loan_amount,loan_tenure_months,credit_score,existing_emis,loan_purpose,branch,default_flag
LN00387,42,Self-Employed,257551,806203,60,647,3,Vehicle,Pune,1
LN00388,38,Self-Employed,483612,716220,60,719,3,Education,Mumbai,0
LN00389,25,Salaried,521556,391904,60,761,1,Medical,Bangalore,0
LN00390,47,Self-Employed,657970,361559,36,619,3,Medical,Mumbai,0
LN00391,24,Salaried,639749,493826,60,670,3,Home,Pune,0
LN00392,28,Salaried,527598,526118,48,610,2,Business,Chennai,0
LN00393,56,Unemployed,545275,400557,60,625,2,Medical,Bangalore,1
LN00394,62,Salaried,701944,257472,24,638,2,Medical,Kolkata,0
LN00395,51,Self-Employed,411143,534071,36,521,2,Education,Kolkata,1
LN00396,22,Unemployed,566539,117765,24,654,2,Home,Kolkata,0
LN00397,38,Salaried,641383,455209,24,743,2,Medical,Bangalore,0
LN00398,44,Self-Employed,661462,497542,48,593,0,Home,Kolkata,0
LN00399,34,Unemployed,227165,373039,12,574,3,Vehicle,Pune,1
LN00400,40,Salaried,420547,640474,60,584,4,Education,Chennai,1
LN00401,27,Retired,788447,448849,36,659,2,Home,Bangalore,0
LN00402,24,Self-Employed,287841,276624,48,508,6,Business,Kolkata,1
LN00403,36,Salaried,586716,664635,48,795,1,Medical,Hyderabad,0
LN00404,60,Salaried,707969,602074,48,797,2,Business,Bangalore,0
LN00405,43,Unemployed,383072,452230,48,765,2,Business,Hyderabad,1
LN00406,59,Self-Employed,865120,501582,24,689,4,Education,Delhi,0
LN00407,33,Self-Employed,531597,451733,12,750,4,Medical,Chennai,0
LN00408,64,Salaried,479113,552937,24,543,6,Medical,Delhi,1
LN00409,37,Retired,306776,567094,60,626,2,Medical,Delhi,0
LN00410,52,Self-Employed,517190,408910,36,741,4,Business,Bangalore,0
LN00411,57,Salaried,364167,300254,60,829,4,Home,Kolkata,0
LN00412,41,Self-Employed,441748,520413,36,858,1,Home,Mumbai,0
LN00413,54,Salaried,333927,800434,60,672,2,Home,Hyderabad,0
LN00414,45,Salaried,502516,653857,60,648,2,Education,Kolkata,0
LN00415,51,Self-Employed,373317,329282,36,718,5,Education,Bangalore,1
LN00416,53,Unemployed,615772,565750,36,731,4,Home,Pune,0
LN00417,60,Retired,479483,363346,36,649,5,Home,Mumbai,1
LN00418,22,Salaried,731519,485033,36,545,4,Education,Hyderabad,1
LN00419,56,Salaried,303619,555636,12,585,5,Business,Kolkata,1
LN00420,54,Salaried,825280,375250,24,737,1,Business,Kolkata,0
LN00421,40,Self-Employed,760744,525025,24,747,1,Vehicle,Mumbai,0
LN00422,41,Unemployed,537589,682576,24,586,2,Vehicle,Mumbai,1
LN00423,29,Salaried,594145,479130,48,750,3,Education,Bangalore,0
LN00424,40,Unemployed,329310,586265,24,743,3,Home,Pune,0
LN00425,45,Salaried,632940,316347,24,561,0,Business,Bangalore,0
LN00426,62,Retired,466917,460405,36,632,3,Vehicle,Mumbai,0
LN00427,41,Salaried,464370,100000,12,621,1,Education,Mumbai,0
LN00428,29,Self-Employed,844027,358098,24,678,1,Vehicle,Mumbai,0
LN00429,60,Salaried,219549,267873,24,624,0,Vehicle,Delhi,0
LN00430,63,Self-Employed,642380,566309,36,605,0,Vehicle,Kolkata,0
LN00431,63,Self-Employed,567870,456792,24,493,6,Vehicle,Mumbai,1
LN00432,42,Self-Employed,493609,508551,60,796,4,Education,Bangalore,0
LN00433,47,Salaried,676963,331103,36,666,0,Education,Kolkata,0
LN00434,59,Unemployed,254569,413940,48,670,0,Vehicle,Kolkata,0
LN00435,55,Salaried,630792,506742,60,678,2,Business,Hyderabad,0
LN00436,35,Self-Employed,596867,610888,24,743,3,Business,Bangalore,0
LN00437,62,Salaried,426257,469767,24,686,3,Education,Mumbai,0
LN00438,58,Self-Employed,778482,372296,60,550,2,Home,Kolkata,0
LN00439,53,Unemployed,262269,689277,24,569,2,Vehicle,Delhi,1
LN00440,35,Salaried,601414,560771,12,604,3,Medical,Kolkata,0
LN00441,44,Self-Employed,481257,429557,60,726,3,Medical,Pune,1
LN00442,45,Unemployed,478015,416381,36,599,5,Home,Chennai,1
LN00443,27,Salaried,479960,491127,24,807,4,Vehicle,Bangalore,0
LN00444,43,Salaried,1034541,124091,12,841,1,Business,Mumbai,0
LN00445,44,Salaried,477448,621081,36,681,3,Education,Bangalore,0
LN00446,27,Salaried,937311,523377,48,662,0,Education,Kolkata,0
LN00447,43,Salaried,258442,475257,36,710,3,Business,Hyderabad,0
LN00448,61,Salaried,699387,530833,48,658,0,Education,Pune,0
LN00449,56,Self-Employed,520827,864130,36,817,0,Vehicle,Delhi,0
LN00450,56,Salaried,605411,399992,24,768,1,Vehicle,Pune,0
LN00451,27,Self-Employed,403568,238820,12,697,4,Education,Mumbai,1
LN00452,24,Retired,544099,602314,36,630,3,Home,Kolkata,0
LN00453,34,Self-Employed,376859,511863,36,638,5,Medical,Hyderabad,1
LN00454,61,Salaried,506757,490813,24,828,3,Business,Kolkata,0
LN00455,49,Self-Employed,303862,300202,12,591,0,Vehicle,Pune,0
LN00456,31,Salaried,656687,529355,24,707,4,Business,Hyderabad,0
LN00457,28,Salaried,625394,667272,36,529,5,Vehicle,Kolkata,1
LN00458,31,Self-Employed,650001,510738,36,633,0,Medical,Mumbai,0
LN00459,23,Salaried,400558,518467,12,724,4,Education,Kolkata,0
LN00460,48,Self-Employed,230343,100000,24,598,3,Medical,Chennai,1
LN00461,30,Unemployed,609822,227287,12,467,5,Medical,Chennai,1
LN00462,51,Self-Employed,366720,594936,60,658,4,Medical,Kolkata,1
LN00463,35,Self-Employed,837485,562270,24,635,3,Education,Delhi,0
LN00464,64,Salaried,561554,504102,60,642,2,Business,Kolkata,0
LN00465,26,Retired,347702,610358,12,575,2,Business,Kolkata,1
LN00466,46,Unemployed,668007,915201,60,450,6,Medical,Hyderabad,1
LN00467,63,Self-Employed,699821,548785,48,559,4,Medical,Hyderabad,1
LN00468,26,Salaried,550149,499921,60,693,4,Vehicle,Bangalore,0
LN00469,29,Self-Employed,454247,658292,12,471,5,Business,Kolkata,1
LN00470,32,Salaried,208450,505322,24,657,0,Medical,Pune,0
LN00471,46,Salaried,535887,384623,36,640,2,Medical,Mumbai,1
LN00472,59,Salaried,599824,462960,48,753,3,Education,Pune,0
LN00473,55,Salaried,724239,431590,12,720,0,Business,Kolkata,0
LN00474,36,Self-Employed,631968,344295,24,735,0,Vehicle,Delhi,0
LN00475,34,Self-Employed,778779,389432,24,702,1,Business,Pune,0
LN00476,29,Unemployed,702589,100000,60,521,2,Vehicle,Pune,1
LN00477,37,Unemployed,475952,571726,60,641,4,Business,Hyderabad,0
LN00478,26,Retired,235383,358112,24,512,4,Education,Pune,1
LN00479,22,Self-Employed,371570,452417,24,580,5,Education,Bangalore,1
LN00480,29,Salaried,703680,375184,24,616,4,Vehicle,Chennai,0
LN00481,60,Salaried,424771,526128,36,520,3,Home,Delhi,0
LN00482,35,Salaried,555239,589306,60,645,4,Home,Delhi,0
LN00483,26,Unemployed,384825,254217,60,466,6,Vehicle,Pune,1
LN00484,62,Self-Employed,720141,666419,12,694,3,Medical,Pune,1
LN00485,55,Salaried,385766,335296,48,822,2,Vehicle,Chennai,0
LN00486,64,Salaried,332067,392473,60,900,0,Vehicle,Hyderabad,0
LN00487,36,Salaried,781762,267571,60,857,4,Home,Pune,0
LN00488,46,Self-Employed,358081,855693,60,560,3,Home,Bangalore,1
LN00489,60,Self-Employed,683072,428368,24,707,1,Education,Bangalore,0
LN00490,50,Salaried,374691,802516,60,526,3,Medical,Hyderabad,1
LN00491,35,Self-Employed,1036124,426170,36,795,4,Vehicle,Delhi,0
LN00492,34,Salaried,564062,520479,48,703,5,Home,Delhi,1
LN00493,31,Salaried,423848,622771,48,646,1,Vehicle,Delhi,0
LN00494,26,Unemployed,604542,554843,48,574,4,Business,Mumbai,1
LN00495,52,Salaried,827677,100000,60,730,2,Home,Bangalore,0
LN00496,36,Self-Employed,762587,547169,24,687,2,Home,Chennai,0
LN00497,33,Salaried,431897,459456,36,677,3,Education,Delhi,0
LN00498,38,Unemployed,479478,852689,60,590,2,Business,Bangalore,1
LN00499,35,Salaried,680366,617440,12,575,0,Vehicle,Mumbai,0
LN00500,57,Salaried,544733,419916,60,870,0,Education,Chennai,0
LN00501,46,Self-Employed,567297,438516,24,770,4,Medical,Kolkata,0
LN00502,27,Salaried,763256,583692,12,613,4,Business,Kolkata,1
LN00503,40,Retired,532670,373977,36,624,1,Medical,Kolkata,0
LN00504,32,Salaried,664602,444779,60,719,4,Medical,Bangalore,0
LN00505,49,Salaried,495534,426644,24,699,0,Home,Hyderabad,0
LN00506,55,Salaried,778591,579934,12,629,3,Home,Bangalore,0
LN00507,26,Retired,413905,191051,36,598,2,Vehicle,Chennai,0
LN00508,24,Retired,488404,627715,48,483,5,Business,Hyderabad,1
LN00509,38,Salaried,774903,492726,24,689,3,Medical,Chennai,0
LN00510,58,Self-Employed,877170,360568,36,667,2,Vehicle,Pune,0
LN00511,37,Self-Employed,475629,588409,12,499,3,Home,Hyderabad,1
LN00512,34,Self-Employed,493375,340617,48,526,6,Business,Pune,1
LN00513,33,Salaried,858291,484844,12,700,1,Vehicle,Mumbai,0
LN00514,31,Salaried,1013353,371758,12,727,2,Education,Hyderabad,0
LN00515,54,Salaried,577239,371465,48,892,3,Business,Mumbai,0
LN00516,36,Retired,751769,401734,24,540,1,Vehicle,Chennai,0
LN00517,33,Salaried,741436,312394,36,634,4,Education,Kolkata,0
LN00518,33,Unemployed,686935,685585,60,684,2,Home,Kolkata,1
LN00519,38,Salaried,374673,662569,24,547,4,Medical,Kolkata,0
LN00520,52,Self-Employed,650772,362532,36,685,3,Medical,Pune,0
LN00521,32,Salaried,640055,596764,48,676,0,Vehicle,Pune,0
LN00522,28,Self-Employed,221521,462508,24,624,6,Medical,Pune,1
LN00523,32,Self-Employed,300808,487659,48,753,2,Home,Hyderabad,0
LN00524,47,Self-Employed,472898,394601,36,563,3,Education,Delhi,0
LN00525,59,Self-Employed,419903,760209,24,776,4,Education,Hyderabad,0
LN00526,46,Retired,558768,534513,12,689,3,Home,Hyderabad,0
LN00527,63,Retired,461523,460535,24,588,4,Medical,Pune,1
LN00528,56,Self-Employed,538598,586204,12,667,4,Medical,Bangalore,1
LN00529,29,Salaried,626432,423536,60,674,4,Medical,Kolkata,0
LN00530,33,Salaried,981173,340043,12,729,3,Education,Mumbai,0
LN00531,26,Self-Employed,590260,437868,60,665,1,Medical,Chennai,0
LN00532,36,Salaried,756550,706971,36,746,4,Medical,Hyderabad,0
LN00533,51,Retired,397272,321399,24,529,2,Education,Kolkata,1
LN00534,64,Salaried,527530,540361,48,572,0,Vehicle,Kolkata,0
LN00535,39,Salaried,744847,690681,36,743,1,Education,Delhi,0
LN00536,55,Salaried,475531,376721,12,693,1,Vehicle,Chennai,0
LN00537,61,Salaried,523726,296913,24,662,2,Education,Kolkata,0
LN00538,53,Self-Employed,630871,568280,48,604,2,Education,Pune,0
LN00539,33,Unemployed,513624,278683,60,560,5,Home,Delhi,1
LN00540,32,Salaried,550796,485910,60,674,4,Home,Mumbai,0
LN00541,33,Retired,608046,548176,60,477,2,Home,Kolkata,1
LN00542,34,Salaried,640967,297699,48,673,0,Home,Mumbai,0
LN00543,64,Salaried,666451,615121,12,736,1,Vehicle,Kolkata,0
LN00544,43,Salaried,705033,518657,12,829,0,Vehicle,Delhi,0
LN00545,27,Retired,657819,212162,36,751,0,Education,Bangalore,0
LN00546,59,Salaried,449375,884224,60,715,4,Medical,Kolkata,0
LN00547,64,Unemployed,703216,504371,12,777,3,Medical,Chennai,0
LN00548,45,Self-Employed,470661,519395,36,676,0,Vehicle,Chennai,0
LN00549,44,Salaried,568527,655736,60,521,2,Education,Hyderabad,0
LN00550,48,Salaried,503597,580584,36,800,4,Vehicle,Mumbai,0
LN00551,23,Self-Employed,682753,416039,60,725,2,Medical,Mumbai,0
LN00552,25,Retired,303185,119321,24,552,2,Business,Bangalore,1
LN00553,43,Unemployed,386971,981461,48,491,6,Education,Delhi,1
LN00554,51,Self-Employed,719179,390669,24,733,3,Business,Mumbai,0
LN00555,36,Salaried,458882,899915,12,542,2,Education,Delhi,1
LN00556,50,Salaried,596396,555311,24,695,4,Business,Bangalore,0
LN00557,54,Self-Employed,722765,479937,60,725,1,Medical,Chennai,0
LN00558,64,Self-Employed,779531,406575,60,698,0,Education,Chennai,0
LN00559,48,Salaried,367971,799548,12,595,5,Education,Bangalore,1
LN00560,53,Salaried,503051,588865,36,620,3,Vehicle,Hyderabad,0
LN00561,26,Retired,509370,359334,12,562,3,Home,Hyderabad,1
LN00562,38,Salaried,670015,298955,48,459,0,Medical,Hyderabad,0
LN00563,35,Salaried,471462,375571,12,561,4,Medical,Chennai,0
LN00564,30,Self-Employed,857402,300283,60,603,1,Business,Kolkata,0
LN00565,35,Unemployed,683300,690060,36,763,3,Medical,Delhi,0
LN00566,46,Salaried,523090,625673,60,776,3,Vehicle,Chennai,0
LN00567,57,Self-Employed,394678,688860,24,637,3,Medical,Hyderabad,0
LN00568,62,Salaried,535755,659354,60,753,2,Home,Chennai,0
LN00569,23,Retired,211155,291008,12,695,4,Home,Kolkata,0
LN00570,60,Salaried,301559,585978,48,576,5,Home,Mumbai,1
LN00571,35,Salaried,150000,551765,12,639,1,Education,Mumbai,0
LN00572,49,Salaried,429648,540893,48,645,4,Vehicle,Chennai,0
LN00573,22,Salaried,435316,569106,36,712,0,Home,Mumbai,0
LN00574,49,Unemployed,619102,250967,12,691,1,Home,Chennai,0
LN00575,23,Retired,686098,567228,36,494,4,Home,Mumbai,1
LN00576,36,Self-Employed,766746,586205,60,646,1,Business,Bangalore,0
LN00577,44,Self-Employed,565754,513904,24,526,2,Medical,Pune,1
LN00578,41,Salaried,692652,535568,48,755,2,Home,Chennai,0
LN00579,23,Self-Employed,415760,391210,60,556,4,Medical,Mumbai,0
LN00580,39,Self-Employed,681354,346572,36,812,1,Business,Hyderabad,0
LN00581,43,Salaried,609610,491529,12,753,2,Education,Hyderabad,0
LN00582,45,Salaried,691141,297291,24,772,0,Business,Delhi,0
LN00583,30,Salaried,410412,114765,24,825,1,Business,Pune,0
LN00584,55,Retired,391844,651567,48,678,2,Home,Kolkata,1
LN00585,25,Retired,454367,302243,24,836,4,Vehicle,Delhi,0
LN00586,63,Unemployed,517156,176692,36,636,2,Vehicle,Mumbai,1
LN00587,63,Salaried,503976,122682,48,604,0,Home,Chennai,0
LN00588,55,Unemployed,413120,308965,36,758,1,Vehicle,Bangalore,0
LN00589,44,Unemployed,719381,603718,24,561,4,Vehicle,Pune,1
LN00590,45,Retired,476655,579733,36,585,5,Business,Bangalore,1
LN00591,64,Salaried,577443,448326,36,810,1,Education,Chennai,0
LN00592,54,Salaried,349010,373641,36,693,3,Business,Pune,0
LN00593,43,Salaried,285410,322376,12,667,1,Business,Delhi,0
LN00594,50,Salaried,712821,260508,12,640,0,Medical,Mumbai,0
LN00595,43,Self-Employed,1005201,421326,36,763,3,Vehicle,Chennai,0
LN00596,25,Unemployed,344348,884514,24,626,2,Education,Mumbai,1
LN00597,37,Salaried,734833,491875,36,512,2,Business,Kolkata,0
LN00598,52,Salaried,239984,454141,12,539,0,Home,Mumbai,0
LN00599,58,Self-Employed,582311,468153,24,596,2,Education,Kolkata,0
LN00600,62,Self-Employed,374449,308486,12,832,0,Vehicle,Chennai,0
LN00601,48,Salaried,404537,520421,24,543,2,Business,Pune,0
LN00602,25,Self-Employed,593882,580627,12,682,3,Education,Delhi,0
LN00603,38,Self-Employed,602684,492111,48,686,0,Medical,Kolkata,0
LN00604,56,Salaried,379628,502341,12,794,4,Business,Delhi,0
LN00605,35,Retired,741291,410187,36,697,3,Medical,Mumbai,0
LN00606,44,Salaried,603339,602605,48,602,3,Medical,Bangalore,0
LN00607,57,Salaried,779303,338464,36,674,0,Home,Chennai,0
LN00608,48,Self-Employed,713916,327423,60,681,2,Education,Mumbai,0
LN00609,56,Salaried,442580,476935,48,566,5,Vehicle,Mumbai,1
LN00610,47,Salaried,622375,259292,48,611,1,Business,Hyderabad,0
LN00611,35,Salaried,470286,728358,12,666,0,Business,Kolkata,0
LN00612,54,Salaried,259460,657372,60,718,3,Medical,Delhi,0
LN00613,41,Retired,687329,629673,48,567,1,Vehicle,Pune,0
LN00614,23,Salaried,912091,485119,48,662,1,Vehicle,Mumbai,0
LN00615,55,Unemployed,503313,353397,60,611,4,Vehicle,Bangalore,0
LN00616,49,Self-Employed,747629,338670,60,581,2,Home,Chennai,0
LN00617,41,Salaried,277377,432739,60,737,2,Education,Bangalore,0
LN00618,22,Self-Employed,594881,430027,12,671,3,Vehicle,Chennai,0
LN00619,54,Salaried,627830,235728,60,567,2,Education,Chennai,0
LN00620,64,Salaried,781051,391882,60,575,2,Education,Chennai,0
LN00621,39,Salaried,720433,698509,36,693,1,Education,Chennai,0
LN00622,39,Retired,535507,289954,60,634,0,Home,Delhi,0
LN00623,27,Salaried,505632,321875,48,621,0,Business,Pune,0
LN00624,46,Self-Employed,775556,567258,48,858,0,Education,Chennai,0
LN00625,58,Unemployed,716283,349816,48,714,3,Business,Chennai,0
LN00626,58,Self-Employed,538487,459812,48,861,2,Medical,Mumbai,0
LN00627,31,Self-Employed,308276,402917,12,836,2,Medical,Delhi,0
LN00628,64,Unemployed,150000,509455,60,573,3,Medical,Chennai,0
LN00629,38,Retired,213541,824975,60,502,4,Home,Delhi,1
LN00630,57,Unemployed,731321,460840,24,632,3,Business,Delhi,0
LN00631,22,Self-Employed,312202,609858,60,525,6,Vehicle,Mumbai,1
LN00632,22,Self-Employed,578114,450337,36,756,0,Business,Hyderabad,0
LN00633,53,Unemployed,487407,883980,48,609,4,Business,Kolkata,1
LN00634,28,Salaried,341388,360683,24,621,0,Vehicle,Chennai,0
LN00635,56,Salaried,514442,739910,36,397,3,Education,Bangalore,1
LN00636,30,Self-Employed,294014,777975,12,565,6,Medical,Kolkata,1
LN00637,26,Self-Employed,628165,100000,12,770,2,Business,Mumbai,0
LN00638,25,Salaried,749935,184643,12,714,1,Education,Bangalore,0
LN00639,25,Retired,834012,336977,12,626,4,Medical,Kolkata,1
LN00640,45,Self-Employed,532500,665199,36,707,1,Education,Delhi,0
LN00641,29,Salaried,824532,484711,24,776,2,Education,Bangalore,0
LN00642,44,Retired,491995,826854,12,609,3,Business,Hyderabad,1
LN00643,57,Salaried,533482,240893,36,739,3,Education,Mumbai,0
LN00644,60,Self-Employed,468590,331565,24,766,3,Medical,Chennai,0
LN00645,24,Retired,710017,269446,24,627,0,Business,Hyderabad,0
LN00646,26,Salaried,630847,351473,60,749,4,Home,Hyderabad,0
LN00647,45,Salaried,477991,428043,48,616,5,Vehicle,Kolkata,1
LN00648,51,Self-Employed,394407,534432,24,536,2,Vehicle,Kolkata,1
LN00649,24,Salaried,568591,161385,36,713,4,Education,Hyderabad,0
LN00650,49,Unemployed,394685,611688,60,889,4,Vehicle,Pune,0
LN00651,33,Salaried,297486,368620,60,568,3,Home,Delhi,0
LN00652,63,Salaried,635964,451343,60,724,0,Business,Kolkata,0
LN00653,58,Self-Employed,437176,528237,48,644,3,Medical,Kolkata,0
LN00654,24,Salaried,415165,568186,12,835,1,Business,Mumbai,0
LN00655,41,Salaried,928726,697174,24,770,0,Medical,Pune,0
LN00656,54,Retired,398596,558762,48,682,6,Medical,Kolkata,1
LN00657,32,Retired,469255,111992,60,672,4,Medical,Hyderabad,0
LN00658,27,Salaried,758354,322583,48,706,2,Vehicle,Mumbai,0
LN00659,50,Retired,216512,646946,60,520,4,Business,Chennai,1
LN00660,24,Retired,624124,262344,48,498,6,Vehicle,Bangalore,1
LN00661,51,Retired,201771,356331,60,612,5,Medical,Kolkata,1
LN00662,64,Salaried,575653,540378,24,759,3,Business,Mumbai,0
LN00663,57,Unemployed,603986,354930,36,737,1,Medical,Bangalore,0
LN00664,26,Unemployed,516002,244868,24,504,4,Vehicle,Kolkata,1
LN00665,42,Salaried,510731,537404,24,668,2,Medical,Mumbai,0
LN00666,37,Salaried,873048,482015,60,450,1,Home,Hyderabad,0
LN00667,61,Retired,256505,429726,48,507,2,Education,Mumbai,1
LN00668,24,Salaried,497623,503992,36,550,0,Vehicle,Delhi,0
LN00669,38,Salaried,606624,871469,60,636,3,Vehicle,Kolkata,1
LN00670,25,Retired,493466,580083,36,722,4,Vehicle,Kolkata,1
LN00671,55,Self-Employed,608347,588433,36,748,4,Vehicle,Hyderabad,0
LN00672,54,Salaried,767064,100000,24,778,0,Home,Kolkata,0
LN00673,30,Self-Employed,527164,329231,36,587,1,Vehicle,Delhi,0
LN00674,45,Salaried,390718,348750,12,720,2,Education,Delhi,0
LN00675,46,Self-Employed,509022,495775,48,665,3,Education,Delhi,1
LN00676,34,Salaried,424105,554158,12,579,3,Vehicle,Delhi,1
LN00677,64,Self-Employed,419216,320618,12,695,0,Education,Kolkata,0
LN00678,37,Self-Employed,551222,586936,36,632,2,Home,Pune,1
LN00679,24,Salaried,659076,551135,48,753,4,Education,Pune,0
LN00680,38,Retired,531601,347334,36,622,0,Education,Kolkata,0
LN00681,35,Salaried,442295,355172,24,637,0,Home,Mumbai,0
LN00682,34,Salaried,610511,953342,36,738,3,Education,Kolkata,0
LN00683,64,Salaried,718711,424498,24,612,2,Medical,Kolkata,0
LN00684,60,Self-Employed,634352,537407,60,775,1,Business,Bangalore,0
LN00685,42,Salaried,374666,496300,48,619,3,Education,Delhi,0
LN00686,59,Salaried,409726,602045,48,768,4,Medical,Bangalore,0
LN00687,46,Salaried,398791,312339,36,766,2,Medical,Kolkata,0
LN00688,57,Salaried,273901,263597,60,713,2,Medical,Pune,0
LN00689,51,Self-Employed,654968,494487,36,792,0,Business,Chennai,0
LN00690,41,Salaried,436635,100000,12,659,4,Education,Bangalore,0
LN00691,64,Retired,370369,606515,12,651,4,Education,Bangalore,1
LN00692,46,Unemployed,719652,529969,24,393,3,Medical,Hyderabad,1
LN00693,40,Retired,366792,339744,36,646,4,Vehicle,Chennai,0
LN00694,55,Self-Employed,700825,490912,48,567,3,Vehicle,Mumbai,0
LN00695,32,Salaried,893473,397190,24,690,2,Home,Chennai,0
LN00696,61,Self-Employed,267396,584650,24,651,0,Home,Bangalore,0
LN00697,52,Self-Employed,303244,283753,36,710,2,Business,Pune,1
LN00698,40,Salaried,564238,346447,48,723,0,Education,Kolkata,0
LN00699,57,Salaried,403106,406117,36,696,3,Vehicle,Pune,0
LN00700,36,Salaried,399632,231401,60,662,4,Business,Delhi,1
LN00701,37,Salaried,684767,397051,12,680,3,Business,Chennai,0
LN00702,31,Unemployed,481327,296965,48,745,3,Home,Delhi,0
LN00703,32,Self-Employed,479639,493734,12,486,3,Business,Pune,1
LN00704,45,Salaried,557158,771700,12,828,1,Medical,Kolkata,0
LN00705,38,Salaried,183191,272085,12,672,3,Vehicle,Hyderabad,1
LN00706,45,Self-Employed,344137,279651,24,645,0,Medical,Bangalore,0
LN00707,37,Retired,321846,354079,12,798,4,Business,Delhi,0
LN00708,30,Salaried,716199,563344,24,726,0,Vehicle,Kolkata,0
LN00709,59,Retired,214466,669985,36,411,6,Education,Kolkata,1
LN00710,32,Self-Employed,675598,611964,60,780,4,Education,Delhi,1
LN00711,37,Self-Employed,452424,628713,60,684,1,Medical,Hyderabad,0
LN00712,41,Salaried,600737,245201,60,594,3,Business,Bangalore,0
LN00713,33,Self-Employed,729373,149123,24,679,1,Vehicle,Bangalore,0
LN00714,30,Salaried,369036,691621,12,604,3,Medical,Kolkata,1
LN00715,33,Salaried,776648,167611,36,656,4,Vehicle,Hyderabad,0
LN00716,45,Self-Employed,530644,222687,48,614,0,Home,Pune,0
LN00717,62,Self-Employed,366113,449261,12,720,4,Vehicle,Delhi,0
LN00718,24,Self-Employed,499039,610527,60,498,6,Business,Bangalore,1
LN00719,43,Salaried,100000,196312,60,667,4,Business,Hyderabad,1
LN00720,31,Salaried,707069,667892,12,873,0,Business,Hyderabad,0
LN00721,59,Salaried,417901,577307,24,404,4,Home,Kolkata,1
LN00722,29,Salaried,575441,435036,24,593,0,Vehicle,Pune,0
LN00723,30,Unemployed,304953,652720,36,675,3,Medical,Mumbai,1
LN00724,37,Self-Employed,612575,517286,24,651,4,Medical,Pune,0
LN00725,54,Self-Employed,457962,608937,12,664,1,Home,Hyderabad,0
LN00726,64,Salaried,738886,484755,36,662,3,Medical,Bangalore,0
LN00727,24,Retired,487233,690234,60,746,6,Home,Kolkata,1
LN00728,63,Salaried,725738,189805,36,516,2,Vehicle,Chennai,0
LN00729,35,Salaried,603520,395318,48,723,4,Home,Pune,0
LN00730,47,Salaried,907781,144436,12,767,3,Education,Delhi,0
LN00731,24,Unemployed,355954,535900,60,551,2,Business,Kolkata,1
LN00732,22,Unemployed,827528,469287,48,649,0,Medical,Pune,0
LN00733,40,Salaried,829039,516575,24,684,3,Home,Mumbai,1
LN00734,32,Retired,734152,340805,12,788,1,Medical,Hyderabad,0
LN00735,40,Salaried,671977,349815,36,602,2,Medical,Kolkata,0
LN00736,53,Salaried,611048,498291,60,657,0,Education,Bangalore,0
LN00737,37,Self-Employed,307351,298425,24,748,4,Vehicle,Bangalore,0
LN00738,61,Salaried,399551,438263,60,578,4,Medical,Delhi,0
LN00739,22,Salaried,547306,554254,36,601,6,Business,Hyderabad,1
LN00740,59,Retired,812841,343738,36,702,2,Vehicle,Mumbai,0
LN00741,58,Self-Employed,607351,308071,60,461,5,Medical,Hyderabad,1
LN00742,36,Salaried,503882,236794,24,692,1,Education,Hyderabad,0
LN00743,52,Salaried,435705,310823,36,626,2,Education,Mumbai,1
LN00744,38,Self-Employed,460997,283194,24,533,4,Home,Bangalore,1
LN00745,38,Unemployed,580440,412369,60,610,5,Vehicle,Hyderabad,1
LN00746,32,Self-Employed,446346,226973,60,532,5,Home,Kolkata,1
LN00747,38,Retired,704468,365865,60,515,3,Business,Chennai,1
LN00748,25,Salaried,386513,339597,12,719,1,Education,Bangalore,0
LN00749,30,Salaried,583152,262856,24,754,1,Vehicle,Chennai,0
LN00750,53,Salaried,855586,710287,60,786,3,Vehicle,Pune,0
LN00751,44,Salaried,813198,643884,24,739,0,Home,Delhi,0
LN00752,34,Salaried,423912,409659,24,680,3,Education,Bangalore,0
LN00753,50,Salaried,654200,577164,24,801,3,Home,Bangalore,0
LN00754,57,Salaried,367454,614615,60,663,5,Home,Hyderabad,1
LN00755,48,Salaried,544027,641350,48,591,2,Education,Bangalore,0
LN00756,35,Salaried,194612,651598,60,780,2,Home,Bangalore,1
LN00757,51,Self-Employed,715327,100000,24,693,0,Education,Mumbai,0
LN00758,46,Retired,709147,394367,24,582,2,Education,Pune,0
LN00759,61,Salaried,438188,383114,48,613,0,Medical,Bangalore,0
LN00760,63,Salaried,948826,366914,24,639,0,Vehicle,Chennai,0
LN00761,51,Self-Employed,499673,567178,60,698,3,Vehicle,Bangalore,0
LN00762,43,Salaried,401754,358975,24,603,4,Home,Hyderabad,1
LN00763,27,Retired,505300,663101,36,449,6,Education,Bangalore,1
LN00764,38,Salaried,768003,569552,36,608,4,Home,Kolkata,0
LN00765,60,Salaried,662017,339631,12,708,1,Vehicle,Bangalore,0
LN00766,37,Salaried,660297,327345,12,758,0,Education,Bangalore,0
LN00767,34,Salaried,489330,332020,12,589,4,Vehicle,Delhi,0
LN00768,38,Salaried,652132,396833,60,736,0,Vehicle,Chennai,0
LN00769,56,Self-Employed,775271,165069,48,691,0,Business,Delhi,0
LN00770,64,Salaried,617106,460477,24,587,1,Medical,Pune,0
LN00771,46,Retired,552225,189603,60,657,4,Business,Chennai,1
LN00772,44,Salaried,472198,539057,48,641,3,Home,Delhi,0
